construction_kind,execution_relative_dir,source_details_path,family_index,curve_index,family_label,curve_label,stage,m,rs,abs_roots,forced_xs,q_params_family,q_family,H_family,Pq_family,top_k_min_affine,top_k_max_affine,top_k_sum_affine,best_affine_point_count,best_projective_lower_bound,A,B,Q_curve,L_tail,L_curve,pari_height,extra_x_count,extra_point_count,affine_point_count,projective_lower_bound,F_original,height_F_original,degree,leading_coefficient_original,is_squarefree_original,is_even_original,D_lcm_denominators,F_integral,height_F_integral,leading_coefficient_integral,is_squarefree_integral_over_Q
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,1,1,FAMILIA #1,CURBA #1,STAGE_2_REFINEMENT,4,"(-3, -1, 1, 2)",,,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 + x^3 - 7*x^2 - x + 6,-12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(-6, 4/3)",x^2 - 6*x + 4/3,80000,35,70,78,80,x^6 - 5*x^5 - 35/3*x^4 + 91/3*x^3 + 116/3*x^2 - 112/3*x - 15,116,6,1,True,False,3,9*x^6 - 45*x^5 - 105*x^4 + 273*x^3 + 348*x^2 - 336*x - 135,348,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,1,2,FAMILIA #1,CURBA #2,STAGE_2_REFINEMENT,4,"(-3, -1, 1, 2)",,,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 + x^3 - 7*x^2 - x + 6,-12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(-7, -1/3)",x^2 - 7*x - 1/3,80000,30,60,68,70,x^6 - 6*x^5 - 43/3*x^4 + 107/3*x^3 + 154/3*x^2 - 125/3*x - 25,154,6,1,True,False,3,9*x^6 - 54*x^5 - 129*x^4 + 321*x^3 + 462*x^2 - 375*x - 225,462,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,1,3,FAMILIA #1,CURBA #3,STAGE_2_REFINEMENT,4,"(-3, -1, 1, 2)",,,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 + x^3 - 7*x^2 - x + 6,-12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(8/3, 7/2)",x^2 + 8/3*x + 7/2,80000,30,60,68,70,x^6 + 11/3*x^5 - 5/6*x^4 - 169/6*x^3 + 89/6*x^2 + 25/2*x - 2,169,6,1,True,False,6,36*x^6 + 132*x^5 - 30*x^4 - 1014*x^3 + 534*x^2 + 450*x - 72,1014,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,1,4,FAMILIA #1,CURBA #4,STAGE_2_REFINEMENT,4,"(-3, -1, 1, 2)",,,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 + x^3 - 7*x^2 - x + 6,-12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(-5/3, -5/2)",x^2 - 5/3*x - 5/2,80000,30,60,68,70,x^6 - 2/3*x^5 - 67/6*x^4 - 23/6*x^3 + 367/6*x^2 - 15/2*x - 38,367,6,1,True,False,6,36*x^6 - 24*x^5 - 402*x^4 - 138*x^3 + 2202*x^2 - 270*x - 1368,2202,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,1,5,FAMILIA #1,CURBA #5,STAGE_2_REFINEMENT,4,"(-3, -1, 1, 2)",,,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 + x^3 - 7*x^2 - x + 6,-12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(-5/3, 4)",x^2 - 5/3*x + 4,80000,28,56,64,66,x^6 - 2/3*x^5 - 14/3*x^4 + 8/3*x^3 + 47/3*x^2 - 14*x + 1,47,6,1,True,False,3,9*x^6 - 6*x^5 - 42*x^4 + 24*x^3 + 141*x^2 - 126*x + 9,141,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,2,1,FAMILIA #2,CURBA #1,STAGE_2_REFINEMENT,4,"(-2, -1, 1, 3)",,,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^4 - x^3 - 7*x^2 + x + 6,12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(6, 4/3)",x^2 + 6*x + 4/3,80000,35,70,78,80,x^6 + 5*x^5 - 35/3*x^4 - 91/3*x^3 + 116/3*x^2 + 112/3*x - 15,116,6,1,True,False,3,9*x^6 + 45*x^5 - 105*x^4 - 273*x^3 + 348*x^2 + 336*x - 135,348,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,2,2,FAMILIA #2,CURBA #2,STAGE_2_REFINEMENT,4,"(-2, -1, 1, 3)",,,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^4 - x^3 - 7*x^2 + x + 6,12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(7, -1/3)",x^2 + 7*x - 1/3,80000,30,60,68,70,x^6 + 6*x^5 - 43/3*x^4 - 107/3*x^3 + 154/3*x^2 + 125/3*x - 25,154,6,1,True,False,3,9*x^6 + 54*x^5 - 129*x^4 - 321*x^3 + 462*x^2 + 375*x - 225,462,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,2,3,FAMILIA #2,CURBA #3,STAGE_2_REFINEMENT,4,"(-2, -1, 1, 3)",,,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^4 - x^3 - 7*x^2 + x + 6,12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(-8/3, 7/2)",x^2 - 8/3*x + 7/2,80000,30,60,68,70,x^6 - 11/3*x^5 - 5/6*x^4 + 169/6*x^3 + 89/6*x^2 - 25/2*x - 2,169,6,1,True,False,6,36*x^6 - 132*x^5 - 30*x^4 + 1014*x^3 + 534*x^2 - 450*x - 72,1014,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,2,4,FAMILIA #2,CURBA #4,STAGE_2_REFINEMENT,4,"(-2, -1, 1, 3)",,,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^4 - x^3 - 7*x^2 + x + 6,12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(5/3, -5/2)",x^2 + 5/3*x - 5/2,80000,30,60,68,70,x^6 + 2/3*x^5 - 67/6*x^4 + 23/6*x^3 + 367/6*x^2 + 15/2*x - 38,367,6,1,True,False,6,36*x^6 + 24*x^5 - 402*x^4 + 138*x^3 + 2202*x^2 + 270*x - 1368,2202,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,2,5,FAMILIA #2,CURBA #5,STAGE_2_REFINEMENT,4,"(-2, -1, 1, 3)",,,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^4 - x^3 - 7*x^2 + x + 6,12*x^3 + 36*x^2 - 23,64,78,346,78,80,,,,"(5/3, 4)",x^2 + 5/3*x + 4,80000,28,56,64,66,x^6 + 2/3*x^5 - 14/3*x^4 - 8/3*x^3 + 47/3*x^2 + 14*x + 1,47,6,1,True,False,3,9*x^6 + 6*x^5 - 42*x^4 - 24*x^3 + 141*x^2 + 126*x + 9,141,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,3,1,FAMILIA #3,CURBA #1,STAGE_2_REFINEMENT,4,"(-2, -1, -1/3, 1)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 7/3*x^3 - 1/3*x^2 - 7/3*x - 2/3,-52/3*x^3 - 8/3*x^2 + 52/3*x + 20/3,62,76,344,76,78,,,,"(-3/2, -1/2)",x^2 - 3/2*x - 1/2,80000,34,68,76,78,x^6 + 5/6*x^5 - 13/3*x^4 - 61/3*x^3 + 1/3*x^2 + 39/2*x + 7,61,6,1,True,False,6,36*x^6 + 30*x^5 - 156*x^4 - 732*x^3 + 12*x^2 + 702*x + 252,732,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,3,2,FAMILIA #3,CURBA #2,STAGE_2_REFINEMENT,4,"(-2, -1, -1/3, 1)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 7/3*x^3 - 1/3*x^2 - 7/3*x - 2/3,-52/3*x^3 - 8/3*x^2 + 52/3*x + 20/3,62,76,344,76,78,,,,"(10, 4)",x^2 + 10*x + 4,80000,32,64,72,74,x^6 + 37/3*x^5 + 27*x^4 - 41/3*x^3 - 28*x^2 + 4/3*x + 4,41,6,1,True,False,3,9*x^6 + 111*x^5 + 243*x^4 - 123*x^3 - 252*x^2 + 12*x + 36,252,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,3,3,FAMILIA #3,CURBA #3,STAGE_2_REFINEMENT,4,"(-2, -1, -1/3, 1)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 7/3*x^3 - 1/3*x^2 - 7/3*x - 2/3,-52/3*x^3 - 8/3*x^2 + 52/3*x + 20/3,62,76,344,76,78,,,,"(9, 4)",x^2 + 9*x + 4,80000,30,60,68,70,x^6 + 34/3*x^5 + 74/3*x^4 - 40/3*x^3 - 77/3*x^2 + 2*x + 4,77,6,1,True,False,3,9*x^6 + 102*x^5 + 222*x^4 - 120*x^3 - 231*x^2 + 18*x + 36,231,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,3,4,FAMILIA #3,CURBA #4,STAGE_2_REFINEMENT,4,"(-2, -1, -1/3, 1)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 7/3*x^3 - 1/3*x^2 - 7/3*x - 2/3,-52/3*x^3 - 8/3*x^2 + 52/3*x + 20/3,62,76,344,76,78,,,,"(1, 7)",x^2 + x + 7,80000,29,58,66,68,x^6 + 10/3*x^5 + 9*x^4 - 11/3*x^3 - 8*x^2 + 1/3*x + 2,11,6,1,True,False,3,9*x^6 + 30*x^5 + 81*x^4 - 33*x^3 - 72*x^2 + 3*x + 18,81,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,3,5,FAMILIA #3,CURBA #5,STAGE_2_REFINEMENT,4,"(-2, -1, -1/3, 1)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 7/3*x^3 - 1/3*x^2 - 7/3*x - 2/3,-52/3*x^3 - 8/3*x^2 + 52/3*x + 20/3,62,76,344,76,78,,,,"(-1/2, 5/2)",x^2 - 1/2*x + 5/2,80000,27,54,62,64,x^6 + 11/6*x^5 + x^4 - 41/3*x^3 - 3*x^2 + 71/6*x + 5,71,6,1,True,False,6,36*x^6 + 66*x^5 + 36*x^4 - 492*x^3 - 108*x^2 + 426*x + 180,492,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,4,1,FAMILIA #4,CURBA #1,STAGE_2_REFINEMENT,4,"(-1, 1/3, 1, 2)",,,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 7/3*x^3 - 1/3*x^2 + 7/3*x - 2/3,52/3*x^3 - 8/3*x^2 - 52/3*x + 20/3,62,76,344,76,78,,,,"(3/2, -1/2)",x^2 + 3/2*x - 1/2,80000,34,68,76,78,x^6 - 5/6*x^5 - 13/3*x^4 + 61/3*x^3 + 1/3*x^2 - 39/2*x + 7,61,6,1,True,False,6,36*x^6 - 30*x^5 - 156*x^4 + 732*x^3 + 12*x^2 - 702*x + 252,732,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,4,2,FAMILIA #4,CURBA #2,STAGE_2_REFINEMENT,4,"(-1, 1/3, 1, 2)",,,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 7/3*x^3 - 1/3*x^2 + 7/3*x - 2/3,52/3*x^3 - 8/3*x^2 - 52/3*x + 20/3,62,76,344,76,78,,,,"(-10, 4)",x^2 - 10*x + 4,80000,32,64,72,74,x^6 - 37/3*x^5 + 27*x^4 + 41/3*x^3 - 28*x^2 - 4/3*x + 4,41,6,1,True,False,3,9*x^6 - 111*x^5 + 243*x^4 + 123*x^3 - 252*x^2 - 12*x + 36,252,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,4,3,FAMILIA #4,CURBA #3,STAGE_2_REFINEMENT,4,"(-1, 1/3, 1, 2)",,,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 7/3*x^3 - 1/3*x^2 + 7/3*x - 2/3,52/3*x^3 - 8/3*x^2 - 52/3*x + 20/3,62,76,344,76,78,,,,"(-9, 4)",x^2 - 9*x + 4,80000,30,60,68,70,x^6 - 34/3*x^5 + 74/3*x^4 + 40/3*x^3 - 77/3*x^2 - 2*x + 4,77,6,1,True,False,3,9*x^6 - 102*x^5 + 222*x^4 + 120*x^3 - 231*x^2 - 18*x + 36,231,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,4,4,FAMILIA #4,CURBA #4,STAGE_2_REFINEMENT,4,"(-1, 1/3, 1, 2)",,,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 7/3*x^3 - 1/3*x^2 + 7/3*x - 2/3,52/3*x^3 - 8/3*x^2 - 52/3*x + 20/3,62,76,344,76,78,,,,"(-1, 7)",x^2 - x + 7,80000,29,58,66,68,x^6 - 10/3*x^5 + 9*x^4 + 11/3*x^3 - 8*x^2 - 1/3*x + 2,11,6,1,True,False,3,9*x^6 - 30*x^5 + 81*x^4 + 33*x^3 - 72*x^2 - 3*x + 18,81,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,4,5,FAMILIA #4,CURBA #5,STAGE_2_REFINEMENT,4,"(-1, 1/3, 1, 2)",,,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 7/3*x^3 - 1/3*x^2 + 7/3*x - 2/3,52/3*x^3 - 8/3*x^2 - 52/3*x + 20/3,62,76,344,76,78,,,,"(1/2, 5/2)",x^2 + 1/2*x + 5/2,80000,27,54,62,64,x^6 - 11/6*x^5 + x^4 + 41/3*x^3 - 3*x^2 - 71/6*x + 5,71,6,1,True,False,6,36*x^6 - 66*x^5 + 36*x^4 + 492*x^3 - 108*x^2 - 426*x + 180,492,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,5,1,FAMILIA #5,CURBA #1,STAGE_2_REFINEMENT,4,"(-2, -1, -2/3, 0)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 11/3*x^3 + 4*x^2 + 4/3*x,-68/3*x^3 - 20*x^2 + 8/3*x + 4,62,82,342,82,84,,,,"(9/2, -6)",x^2 + 9/2*x - 6,80000,37,74,82,84,x^6 + 49/6*x^5 + 29/2*x^4 - 76/3*x^3 - 38*x^2 - 16/3*x + 4,76,6,1,True,False,6,36*x^6 + 294*x^5 + 522*x^4 - 912*x^3 - 1368*x^2 - 192*x + 144,1368,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,5,2,FAMILIA #5,CURBA #2,STAGE_2_REFINEMENT,4,"(-2, -1, -2/3, 0)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 11/3*x^3 + 4*x^2 + 4/3*x,-68/3*x^3 - 20*x^2 + 8/3*x + 4,62,82,342,82,84,,,,"(3, 9/2)",x^2 + 3*x + 9/2,80000,31,62,70,72,x^6 + 20/3*x^5 + 39/2*x^4 + 43/6*x^3 + 2*x^2 + 26/3*x + 4,43,6,1,True,False,6,36*x^6 + 240*x^5 + 702*x^4 + 258*x^3 + 72*x^2 + 312*x + 144,702,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,5,3,FAMILIA #5,CURBA #3,STAGE_2_REFINEMENT,4,"(-2, -1, -2/3, 0)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 11/3*x^3 + 4*x^2 + 4/3*x,-68/3*x^3 - 20*x^2 + 8/3*x + 4,62,82,342,82,84,,,,"(-3/2, 6)",x^2 - 3/2*x + 6,80000,28,56,64,66,x^6 + 13/6*x^5 + 9/2*x^4 - 16/3*x^3 + 2*x^2 + 32/3*x + 4,32,6,1,True,False,6,36*x^6 + 78*x^5 + 162*x^4 - 192*x^3 + 72*x^2 + 384*x + 144,384,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,5,4,FAMILIA #5,CURBA #4,STAGE_2_REFINEMENT,4,"(-2, -1, -2/3, 0)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 11/3*x^3 + 4*x^2 + 4/3*x,-68/3*x^3 - 20*x^2 + 8/3*x + 4,62,82,342,82,84,,,,"(-1/2, 4)",x^2 - 1/2*x + 4,80000,28,56,64,66,x^6 + 19/6*x^5 + 37/6*x^4 - 26/3*x^3 - 14/3*x^2 + 8*x + 4,37,6,1,True,False,6,36*x^6 + 114*x^5 + 222*x^4 - 312*x^3 - 168*x^2 + 288*x + 144,312,36,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,5,5,FAMILIA #5,CURBA #5,STAGE_2_REFINEMENT,4,"(-2, -1, -2/3, 0)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 11/3*x^3 + 4*x^2 + 4/3*x,-68/3*x^3 - 20*x^2 + 8/3*x + 4,62,82,342,82,84,,,,"(-3, 6)",x^2 - 3*x + 6,80000,27,54,62,64,x^6 + 2/3*x^5 - x^4 - 34/3*x^3 + 32/3*x + 4,34,6,1,True,False,3,9*x^6 + 6*x^5 - 9*x^4 - 102*x^3 + 96*x + 36,102,9,True
general,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12/stage2_refined_details.txt,6,1,FAMILIA #6,CURBA #1,STAGE_2_REFINEMENT,4,"(0, 2/3, 1, 2)",,,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 11/3*x^3 + 4*x^2 - 4/3*x,68/3*x^3 - 20*x^2 - 8/3*x + 4,62,82,342,82,84,,,,"(-9/2, -6)",x^2 - 9/2*x - 6,80000,37,74,82,84,x^6 - 49/6*x^5 + 29/2*x^4 + 76/3*x^3 - 38*x^2 + 16/3*x + 4,76,6,1,True,False,6,36*x^6 - 294*x^5 + 522*x^4 + 912*x^3 - 1368*x^2 + 192*x + 144,1368,36,True
