construction_kind,execution_relative_dir,source_details_path,family_index,curve_index,family_label,curve_label,stage,m,rs,abs_roots,forced_xs,q_params_family,q_family,H_family,Pq_family,top_k_min_affine,top_k_max_affine,top_k_sum_affine,best_affine_point_count,best_projective_lower_bound,A,B,Q_curve,L_tail,L_curve,pari_height,extra_x_count,extra_point_count,affine_point_count,projective_lower_bound,F_original,height_F_original,degree,leading_coefficient_original,is_squarefree_original,is_even_original,D_lcm_denominators,F_integral,height_F_integral,leading_coefficient_integral,is_squarefree_integral_over_Q
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,11,2,FAMILIA #11,CURBA #2,STAGE_2_REFINEMENT,4,"(-2/3, 1, 2, 3)",,,"{'u': 0, 'v': -2, 'w': 1/2}",-2*x + 1/2,x^4 - 16/3*x^3 + 7*x^2 + 4/3*x - 4,4*x^2 - 2*x + 1/4,62,74,342,74,76,,,,"(-5/2, -1/2)",x^2 - 5/2*x - 1/2,200000,32,64,72,74,x^6 - 47/6*x^5 + 119/6*x^4 - 27/2*x^3 - 41/6*x^2 + 22/3*x + 9/4,119,6,1,True,False,12,144*x^6 - 1128*x^5 + 2856*x^4 - 1944*x^3 - 984*x^2 + 1056*x + 324,2856,144,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,11,3,FAMILIA #11,CURBA #3,STAGE_2_REFINEMENT,4,"(-2/3, 1, 2, 3)",,,"{'u': 0, 'v': -2, 'w': 1/2}",-2*x + 1/2,x^4 - 16/3*x^3 + 7*x^2 + 4/3*x - 4,4*x^2 - 2*x + 1/4,62,74,342,74,76,,,,"(4, -5)",x^2 + 4*x - 5,200000,31,62,70,72,x^6 - 4/3*x^5 - 58/3*x^4 + 56*x^3 - 89/3*x^2 - 74/3*x + 81/4,89,6,1,True,False,12,144*x^6 - 192*x^5 - 2784*x^4 + 8064*x^3 - 4272*x^2 - 3552*x + 2916,8064,144,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,11,4,FAMILIA #11,CURBA #4,STAGE_2_REFINEMENT,4,"(-2/3, 1, 2, 3)",,,"{'u': 0, 'v': -2, 'w': 1/2}",-2*x + 1/2,x^4 - 16/3*x^3 + 7*x^2 + 4/3*x - 4,4*x^2 - 2*x + 1/4,62,74,342,74,76,,,,"(9/2, 7/2)",x^2 + 9/2*x + 7/2,200000,28,56,64,66,x^6 - 5/6*x^5 - 27/2*x^4 + 85/6*x^3 + 61/2*x^2 - 46/3*x - 55/4,85,6,1,True,False,12,144*x^6 - 120*x^5 - 1944*x^4 + 2040*x^3 + 4392*x^2 - 2208*x - 1980,4392,144,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,11,5,FAMILIA #11,CURBA #5,STAGE_2_REFINEMENT,4,"(-2/3, 1, 2, 3)",,,"{'u': 0, 'v': -2, 'w': 1/2}",-2*x + 1/2,x^4 - 16/3*x^3 + 7*x^2 + 4/3*x - 4,4*x^2 - 2*x + 1/4,62,74,342,74,76,,,,"(-2, -3)",x^2 - 2*x - 3,200000,27,54,62,64,x^6 - 22/3*x^5 + 44/3*x^4 + 10/3*x^3 - 71/3*x^2 + 2*x + 49/4,71,6,1,True,False,12,144*x^6 - 1056*x^5 + 2112*x^4 + 480*x^3 - 3408*x^2 + 288*x + 1764,3408,144,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,12,1,FAMILIA #12,CURBA #1,STAGE_2_REFINEMENT,4,"(-2, -1/3, 1/2, 3/2)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 1/3*x^3 - 13/4*x^2 + 5/12*x + 1/2,-28/3*x^3 + 9*x^2 + 19/3*x + 2,61,80,353,80,82,,,,"(8, -5)",x^2 + 8*x - 5,200000,36,72,80,82,x^6 + 25/3*x^5 - 67/12*x^4 - 439/12*x^3 + 349/12*x^2 + 33/4*x - 1/2,439,6,1,True,False,12,144*x^6 + 1200*x^5 - 804*x^4 - 5268*x^3 + 4188*x^2 + 1188*x - 72,5268,144,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,12,2,FAMILIA #12,CURBA #2,STAGE_2_REFINEMENT,4,"(-2, -1/3, 1/2, 3/2)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 1/3*x^3 - 13/4*x^2 + 5/12*x + 1/2,-28/3*x^3 + 9*x^2 + 19/3*x + 2,61,80,353,80,82,,,,"(8, 1/2)",x^2 + 8*x + 1/2,200000,34,68,76,78,x^6 + 25/3*x^5 - 1/12*x^4 - 139/4*x^3 + 269/24*x^2 + 253/24*x + 9/4,269,6,1,True,False,24,576*x^6 + 4800*x^5 - 48*x^4 - 20016*x^3 + 6456*x^2 + 6072*x + 1296,20016,576,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,12,3,FAMILIA #12,CURBA #3,STAGE_2_REFINEMENT,4,"(-2, -1/3, 1/2, 3/2)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 1/3*x^3 - 13/4*x^2 + 5/12*x + 1/2,-28/3*x^3 + 9*x^2 + 19/3*x + 2,61,80,353,80,82,,,,"(5, -2)",x^2 + 5*x - 2,200000,32,64,72,74,x^6 + 16/3*x^5 - 43/12*x^4 - 155/6*x^3 + 217/12*x^2 + 8*x + 1,217,6,1,True,False,12,144*x^6 + 768*x^5 - 516*x^4 - 3720*x^3 + 2604*x^2 + 1152*x + 144,3720,144,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,12,4,FAMILIA #12,CURBA #4,STAGE_2_REFINEMENT,4,"(-2, -1/3, 1/2, 3/2)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 1/3*x^3 - 13/4*x^2 + 5/12*x + 1/2,-28/3*x^3 + 9*x^2 + 19/3*x + 2,61,80,353,80,82,,,,"(-1/3, 2/3)",x^2 - 1/3*x + 2/3,200000,28,56,64,66,x^6 - 97/36*x^4 - 137/18*x^3 + 259/36*x^2 + 58/9*x + 7/3,259,6,1,True,False,36,1296*x^6 - 3492*x^4 - 9864*x^3 + 9324*x^2 + 8352*x + 3024,9864,1296,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,12,5,FAMILIA #12,CURBA #5,STAGE_2_REFINEMENT,4,"(-2, -1/3, 1/2, 3/2)",,,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 1/3*x^3 - 13/4*x^2 + 5/12*x + 1/2,-28/3*x^3 + 9*x^2 + 19/3*x + 2,61,80,353,80,82,,,,"(-5, -4)",x^2 - 5*x - 4,200000,27,53,61,63,x^6 - 14/3*x^5 - 107/12*x^4 + 6*x^3 + 245/12*x^2 + 13/6*x,245,6,1,True,False,12,144*x^6 - 672*x^5 - 1284*x^4 + 864*x^3 + 2940*x^2 + 312*x,2940,144,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,13,1,FAMILIA #13,CURBA #1,STAGE_2_REFINEMENT,4,"(-2, -3/2, -1/2, 2/3)",,,"{'u': -1/2, 'v': 1/2, 'w': -1}",-1/2*x^2 + 1/2*x - 1,x^4 + 10/3*x^3 + 25/12*x^2 - 5/3*x - 1,-4/3*x^3 + 35/48*x^2 - 7/12*x + 5/4,54,84,368,84,86,,,,"(2, -1)",x^2 + 2*x - 1,200000,38,76,84,86,x^6 + 16/3*x^5 + 31/4*x^4 - 13/6*x^3 - 91/16*x^2 - 11/12*x + 9/4,91,6,1,True,False,48,2304*x^6 + 12288*x^5 + 17856*x^4 - 4992*x^3 - 13104*x^2 - 2112*x + 5184,17856,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,13,2,FAMILIA #13,CURBA #2,STAGE_2_REFINEMENT,4,"(-2, -3/2, -1/2, 2/3)",,,"{'u': -1/2, 'v': 1/2, 'w': -1}",-1/2*x^2 + 1/2*x - 1,x^4 + 10/3*x^3 + 25/12*x^2 - 5/3*x - 1,-4/3*x^3 + 35/48*x^2 - 7/12*x + 5/4,54,84,368,84,86,,,,"(4, -5)",x^2 + 4*x - 5,200000,38,76,84,86,x^6 + 22/3*x^5 + 125/12*x^4 - 34/3*x^3 - 833/48*x^2 + 15/4*x + 25/4,833,6,1,True,False,48,2304*x^6 + 16896*x^5 + 24000*x^4 - 26112*x^3 - 39984*x^2 + 8640*x + 14400,39984,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,13,3,FAMILIA #13,CURBA #3,STAGE_2_REFINEMENT,4,"(-2, -3/2, -1/2, 2/3)",,,"{'u': -1/2, 'v': 1/2, 'w': -1}",-1/2*x^2 + 1/2*x - 1,x^4 + 10/3*x^3 + 25/12*x^2 - 5/3*x - 1,-4/3*x^3 + 35/48*x^2 - 7/12*x + 5/4,54,84,368,84,86,,,,"(4, 1)",x^2 + 4*x + 1,200000,36,72,80,82,x^6 + 22/3*x^5 + 197/12*x^4 + 26/3*x^3 - 233/48*x^2 - 25/4*x + 1/4,233,6,1,True,False,48,2304*x^6 + 16896*x^5 + 37824*x^4 + 19968*x^3 - 11184*x^2 - 14400*x + 576,37824,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,13,4,FAMILIA #13,CURBA #4,STAGE_2_REFINEMENT,4,"(-2, -3/2, -1/2, 2/3)",,,"{'u': -1/2, 'v': 1/2, 'w': -1}",-1/2*x^2 + 1/2*x - 1,x^4 + 10/3*x^3 + 25/12*x^2 - 5/3*x - 1,-4/3*x^3 + 35/48*x^2 - 7/12*x + 5/4,54,84,368,84,86,,,,"(4/3, 5)",x^2 + 4/3*x + 5,200000,29,58,66,68,x^6 + 14/3*x^5 + 415/36*x^4 + 148/9*x^3 + 1141/144*x^2 - 41/4*x - 15/4,1141,6,1,True,False,144,20736*x^6 + 96768*x^5 + 239040*x^4 + 340992*x^3 + 164304*x^2 - 212544*x - 77760,340992,20736,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,13,5,FAMILIA #13,CURBA #5,STAGE_2_REFINEMENT,4,"(-2, -3/2, -1/2, 2/3)",,,"{'u': -1/2, 'v': 1/2, 'w': -1}",-1/2*x^2 + 1/2*x - 1,x^4 + 10/3*x^3 + 25/12*x^2 - 5/3*x - 1,-4/3*x^3 + 35/48*x^2 - 7/12*x + 5/4,54,84,368,84,86,,,,"(-7/3, 1)",x^2 - 7/3*x + 1,200000,23,46,54,56,x^6 + x^5 - 169/36*x^4 - 163/36*x^3 + 821/144*x^2 + 1/12*x + 1/4,821,6,1,True,False,144,20736*x^6 + 20736*x^5 - 97344*x^4 - 93888*x^3 + 118224*x^2 + 1728*x + 5184,118224,20736,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,14,1,FAMILIA #14,CURBA #1,STAGE_2_REFINEMENT,4,"(-2/3, 1/2, 3/2, 2)",,,"{'u': -1/2, 'v': -1/2, 'w': -1}",-1/2*x^2 - 1/2*x - 1,x^4 - 10/3*x^3 + 25/12*x^2 + 5/3*x - 1,4/3*x^3 + 35/48*x^2 + 7/12*x + 5/4,54,84,368,84,86,,,,"(-2, -1)",x^2 - 2*x - 1,200000,38,76,84,86,x^6 - 16/3*x^5 + 31/4*x^4 + 13/6*x^3 - 91/16*x^2 + 11/12*x + 9/4,91,6,1,True,False,48,2304*x^6 - 12288*x^5 + 17856*x^4 + 4992*x^3 - 13104*x^2 + 2112*x + 5184,17856,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,14,2,FAMILIA #14,CURBA #2,STAGE_2_REFINEMENT,4,"(-2/3, 1/2, 3/2, 2)",,,"{'u': -1/2, 'v': -1/2, 'w': -1}",-1/2*x^2 - 1/2*x - 1,x^4 - 10/3*x^3 + 25/12*x^2 + 5/3*x - 1,4/3*x^3 + 35/48*x^2 + 7/12*x + 5/4,54,84,368,84,86,,,,"(-4, -5)",x^2 - 4*x - 5,200000,38,76,84,86,x^6 - 22/3*x^5 + 125/12*x^4 + 34/3*x^3 - 833/48*x^2 - 15/4*x + 25/4,833,6,1,True,False,48,2304*x^6 - 16896*x^5 + 24000*x^4 + 26112*x^3 - 39984*x^2 - 8640*x + 14400,39984,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,14,3,FAMILIA #14,CURBA #3,STAGE_2_REFINEMENT,4,"(-2/3, 1/2, 3/2, 2)",,,"{'u': -1/2, 'v': -1/2, 'w': -1}",-1/2*x^2 - 1/2*x - 1,x^4 - 10/3*x^3 + 25/12*x^2 + 5/3*x - 1,4/3*x^3 + 35/48*x^2 + 7/12*x + 5/4,54,84,368,84,86,,,,"(-4, 1)",x^2 - 4*x + 1,200000,36,72,80,82,x^6 - 22/3*x^5 + 197/12*x^4 - 26/3*x^3 - 233/48*x^2 + 25/4*x + 1/4,233,6,1,True,False,48,2304*x^6 - 16896*x^5 + 37824*x^4 - 19968*x^3 - 11184*x^2 + 14400*x + 576,37824,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,14,4,FAMILIA #14,CURBA #4,STAGE_2_REFINEMENT,4,"(-2/3, 1/2, 3/2, 2)",,,"{'u': -1/2, 'v': -1/2, 'w': -1}",-1/2*x^2 - 1/2*x - 1,x^4 - 10/3*x^3 + 25/12*x^2 + 5/3*x - 1,4/3*x^3 + 35/48*x^2 + 7/12*x + 5/4,54,84,368,84,86,,,,"(-4/3, 5)",x^2 - 4/3*x + 5,200000,29,58,66,68,x^6 - 14/3*x^5 + 415/36*x^4 - 148/9*x^3 + 1141/144*x^2 + 41/4*x - 15/4,1141,6,1,True,False,144,20736*x^6 - 96768*x^5 + 239040*x^4 - 340992*x^3 + 164304*x^2 + 212544*x - 77760,340992,20736,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,14,5,FAMILIA #14,CURBA #5,STAGE_2_REFINEMENT,4,"(-2/3, 1/2, 3/2, 2)",,,"{'u': -1/2, 'v': -1/2, 'w': -1}",-1/2*x^2 - 1/2*x - 1,x^4 - 10/3*x^3 + 25/12*x^2 + 5/3*x - 1,4/3*x^3 + 35/48*x^2 + 7/12*x + 5/4,54,84,368,84,86,,,,"(7/3, 1)",x^2 + 7/3*x + 1,200000,23,46,54,56,x^6 - x^5 - 169/36*x^4 + 163/36*x^3 + 821/144*x^2 - 1/12*x + 1/4,821,6,1,True,False,144,20736*x^6 - 20736*x^5 - 97344*x^4 + 93888*x^3 + 118224*x^2 - 1728*x + 5184,118224,20736,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,15,1,FAMILIA #15,CURBA #1,STAGE_2_REFINEMENT,4,"(-1/2, 1/3, 1/2, 3)",,,"{'u': -1/2, 'v': 1/2, 'w': 1}",-1/2*x^2 + 1/2*x + 1,x^4 - 10/3*x^3 + 3/4*x^2 + 5/6*x - 1/4,1/3*x^3 - 15/16*x^2 + 19/24*x + 17/16,58,84,350,84,86,,,,"(-4, -8)",x^2 - 4*x - 8,200000,38,76,84,86,x^6 - 22/3*x^5 + 73/12*x^4 + 149/6*x^3 - 505/48*x^2 - 39/8*x + 49/16,505,6,1,True,False,48,2304*x^6 - 16896*x^5 + 14016*x^4 + 57216*x^3 - 24240*x^2 - 11232*x + 7056,57216,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,15,2,FAMILIA #15,CURBA #2,STAGE_2_REFINEMENT,4,"(-1/2, 1/3, 1/2, 3)",,,"{'u': -1/2, 'v': 1/2, 'w': 1}",-1/2*x^2 + 1/2*x + 1,x^4 - 10/3*x^3 + 3/4*x^2 + 5/6*x - 1/4,1/3*x^3 - 15/16*x^2 + 19/24*x + 17/16,58,84,350,84,86,,,,"(-4, -2)",x^2 - 4*x - 2,200000,35,70,78,80,x^6 - 22/3*x^5 + 145/12*x^4 + 29/6*x^3 - 289/48*x^2 + 1/8*x + 25/16,289,6,1,True,False,48,2304*x^6 - 16896*x^5 + 27840*x^4 + 11136*x^3 - 13872*x^2 + 288*x + 3600,27840,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,15,3,FAMILIA #15,CURBA #3,STAGE_2_REFINEMENT,4,"(-1/2, 1/3, 1/2, 3)",,,"{'u': -1/2, 'v': 1/2, 'w': 1}",-1/2*x^2 + 1/2*x + 1,x^4 - 10/3*x^3 + 3/4*x^2 + 5/6*x - 1/4,1/3*x^3 - 15/16*x^2 + 19/24*x + 17/16,58,84,350,84,86,,,,"(-4, 4)",x^2 - 4*x + 4,200000,32,64,72,74,x^6 - 22/3*x^5 + 217/12*x^4 - 91/6*x^3 - 73/48*x^2 + 41/8*x + 1/16,217,6,1,True,False,48,2304*x^6 - 16896*x^5 + 41664*x^4 - 34944*x^3 - 3504*x^2 + 11808*x + 144,41664,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,15,4,FAMILIA #15,CURBA #4,STAGE_2_REFINEMENT,4,"(-1/2, 1/3, 1/2, 3)",,,"{'u': -1/2, 'v': 1/2, 'w': 1}",-1/2*x^2 + 1/2*x + 1,x^4 - 10/3*x^3 + 3/4*x^2 + 5/6*x - 1/4,1/3*x^3 - 15/16*x^2 + 19/24*x + 17/16,58,84,350,84,86,,,,"(-4, 2)",x^2 - 4*x + 2,200000,25,50,58,60,x^6 - 22/3*x^5 + 193/12*x^4 - 17/2*x^3 - 145/48*x^2 + 83/24*x + 9/16,193,6,1,True,False,48,2304*x^6 - 16896*x^5 + 37056*x^4 - 19584*x^3 - 6960*x^2 + 7968*x + 1296,37056,2304,True
general,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,families_construct_general_two_stage/general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12/stage2_refined_details.txt,15,5,FAMILIA #15,CURBA #5,STAGE_2_REFINEMENT,4,"(-1/2, 1/3, 1/2, 3)",,,"{'u': -1/2, 'v': 1/2, 'w': 1}",-1/2*x^2 + 1/2*x + 1,x^4 - 10/3*x^3 + 3/4*x^2 + 5/6*x - 1/4,1/3*x^3 - 15/16*x^2 + 19/24*x + 17/16,58,84,350,84,86,,,,"(-7/2, -2)",x^2 - 7/2*x - 2,200000,25,50,58,60,x^6 - 41/6*x^5 + 125/12*x^4 + 125/24*x^3 - 269/48*x^2 + 25/16,269,6,1,True,False,48,2304*x^6 - 15744*x^5 + 24000*x^4 + 12000*x^3 - 12912*x^2 + 3600,24000,2304,True
