subfamily_rank,construction_kind,family_label,family_index,execution_relative_dir,m,rs,forced_xs,q_params,q_family,H_family,Pq_family,top_k_count,n_successful,n_determined,n_only_rankbounds,n_not_closed,n_timeout,n_memory,n_req_error,n_unresolved,n_failed,n_rank_ge_6,n_rank_ge_8,n_rank_ge_10,min_rank,max_rank,sum_rank,avg_rank,med_rank,determined_ranks,n_by_rankbounds,n_by_mordellweil,n_finite_index,n_proved,n_grh,avg_magma_time,max_magma_time,total_magma_time,top_k_min_affine,top_k_max_affine,top_k_sum_affine,top_k_avg_affine,top_k_min_proj,top_k_sum_proj,top_k_min_extra_x,top_k_sum_extra_x,best_affine,best_proj,best_height,avg_height,max_height
1,general,FAMILIA #2,2,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2, -2/3, -1/3, 1)",,"{'u': 0, 'v': 0, 'w': -1/2}",-1/2,x^4 + 2*x^3 - 7/9*x^2 - 16/9*x - 4/9,1/4,5,5,5,0,0,0,0,0,0,0,5,5,1,9,11,47,9.4,9,"[9, 9, 9, 9, 11]",0,5,5,0,5,12.9174,14.119,64.587,72,78,384,76.8,74,394,32,172,78,80,3240.0,15436.8,25632.0
2,general,FAMILIA #3,3,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-1, 1/3, 2/3, 2)",,"{'u': 0, 'v': 0, 'w': -1/2}",-1/2,x^4 - 2*x^3 - 7/9*x^2 + 16/9*x - 4/9,1/4,5,5,5,0,0,0,0,0,0,0,5,5,1,9,11,47,9.4,9,"[9, 9, 9, 9, 11]",0,5,5,0,5,13.0672,14.23,65.336,72,78,384,76.8,74,394,32,172,78,80,3240.0,15436.8,25632.0
3,general,FAMILIA #9,9,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-1, -1/2, 1/3, 3)",,"{'u': -2, 'v': 1/2, 'w': 2}",-2*x^2 + 1/2*x + 2,x^4 - 11/6*x^3 - 7/2*x^2 - 1/6*x + 1/2,16/3*x^3 + 25/4*x^2 + 8/3*x + 2,5,5,5,0,0,0,0,0,0,0,5,5,1,9,11,47,9.4,9,"[9, 9, 9, 9, 11]",0,5,5,0,5,11.267199999999999,13.349,56.336,64,92,380,76.0,66,390,28,170,92,94,2520.0,3453.6,5472.0
4,general,FAMILIA #13,13,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2, -3/2, -1/2, 2/3)",,"{'u': -1/2, 'v': 1/2, 'w': -1}",-1/2*x^2 + 1/2*x - 1,x^4 + 10/3*x^3 + 25/12*x^2 - 5/3*x - 1,-4/3*x^3 + 35/48*x^2 - 7/12*x + 5/4,5,5,5,0,0,0,0,0,0,0,5,5,1,9,10,46,9.2,9,"[9, 9, 9, 9, 10]",0,5,5,0,5,12.899600000000001,13.759,64.498,54,84,368,73.6,56,378,23,164,84,86,17856.0,110976.0,340992.0
5,general,FAMILIA #14,14,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2/3, 1/2, 3/2, 2)",,"{'u': -1/2, 'v': -1/2, 'w': -1}",-1/2*x^2 - 1/2*x - 1,x^4 - 10/3*x^3 + 25/12*x^2 + 5/3*x - 1,4/3*x^3 + 35/48*x^2 + 7/12*x + 5/4,5,5,5,0,0,0,0,0,0,0,5,5,1,9,10,46,9.2,9,"[9, 9, 9, 9, 10]",0,5,5,0,5,13.0656,14.169,65.328,54,84,368,73.6,56,378,23,164,84,86,17856.0,110976.0,340992.0
6,general,FAMILIA #17,17,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-1/2, 1/2, 2/3, 1)",,"{'u': -2, 'v': 1, 'w': 1/2}",-2*x^2 + x + 1/2,x^4 - 5/3*x^3 + 5/12*x^2 + 5/12*x - 1/6,8/3*x^3 - 8/3*x^2 - 2/3*x + 11/12,5,5,5,0,0,0,0,0,0,0,5,5,0,9,9,45,9.0,9,"[9, 9, 9, 9, 9]",0,5,5,0,5,9.7214,11.46,48.607,64,80,358,71.6,66,368,28,159,80,82,2184.0,4101.6,6516.0
7,general,FAMILIA #12,12,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2, -1/3, 1/2, 3/2)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 1/3*x^3 - 13/4*x^2 + 5/12*x + 1/2,-28/3*x^3 + 9*x^2 + 19/3*x + 2,5,5,5,0,0,0,0,0,0,0,5,5,2,8,11,47,9.4,9,"[8, 9, 9, 10, 11]",0,5,5,0,5,10.7638,14.81,53.819,61,80,353,70.6,63,363,27,157,80,82,2940.0,8361.6,20016.0
8,general,FAMILIA #3,3,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, 1/2, -2/3, 3)",,"{'u': -2, 'v': 0, 'w': -3}",-2*x^2 - 3,x^5 - 17/6*x^4 - 11/6*x^3 + 23/6*x^2 + 5/6*x - 1,4*x^4 + 12*x^2 + 9,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,45,9.0,9,"[8, 9, 9, 9, 10]",0,5,5,0,5,9.2814,10.019,46.407,50,78,316,63.2,52,326,20,133,78,80,690.0,3549.6,13464.0
9,general,FAMILIA #4,4,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, -1/2, 2/3, -3)",,"{'u': -2, 'v': 0, 'w': -3}",-2*x^2 - 3,x^5 + 17/6*x^4 - 11/6*x^3 - 23/6*x^2 + 5/6*x + 1,4*x^4 + 12*x^2 + 9,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,45,9.0,9,"[8, 9, 9, 9, 10]",0,5,5,0,5,9.2738,10.14,46.369,50,78,316,63.2,52,326,20,133,78,80,690.0,3549.6,13464.0
10,general,FAMILIA #5,5,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -1/2, 1/3, -3)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^5 + 25/6*x^4 + 7/2*x^3 - 1/6*x^2 - 1/2*x,x^4 - 4*x^3 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,45,9.0,9,"[8, 9, 9, 9, 10]",0,5,5,0,5,8.7894,11.609,43.947,40,74,298,59.6,42,308,15,124,74,76,1188.0,2492.4,4680.0
11,general,FAMILIA #6,6,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 1/2, -1/3, 3)",,"{'u': -1, 'v': -2, 'w': 2}",-x^2 - 2*x + 2,x^5 - 25/6*x^4 + 7/2*x^3 + 1/6*x^2 - 1/2*x,x^4 + 4*x^3 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,45,9.0,9,"[8, 9, 9, 9, 10]",0,5,5,0,5,8.7878,11.55,43.939,40,74,298,59.6,42,308,15,124,74,76,1188.0,2492.4,4680.0
12,general,FAMILIA #24,24,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-3, -1, 0, 1)",,"{'u': -2, 'v': 1, 'w': -2}",-2*x^2 + x - 2,x^4 + 3*x^3 - x^2 - 3*x,-16*x^3 + 13*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,9.4474,12.05,47.237,58,82,328,65.6,60,338,25,144,82,84,86.0,497.4,1206.0
13,general,FAMILIA #25,25,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 0, 1, 3)",,"{'u': -2, 'v': -1, 'w': -2}",-2*x^2 - x - 2,x^4 - 3*x^3 - x^2 + 3*x,16*x^3 + 13*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,9.2658,11.5,46.329,58,82,328,65.6,60,338,25,144,82,84,86.0,497.4,1206.0
14,general,FAMILIA #44,44,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1/2, 1/3, 1, 2)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 - 17/6*x^3 + 4/3*x^2 + 5/6*x - 1/3,34/3*x^3 - 28/3*x^2 - 10/3*x + 7/3,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,8.323400000000001,9.71,41.617000000000004,42,74,288,57.6,44,298,17,124,74,76,804.0,1248.0,2508.0
15,general,FAMILIA #45,45,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, -1, -1/3, 1/2)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 + 17/6*x^3 + 4/3*x^2 - 5/6*x - 1/3,-34/3*x^3 - 28/3*x^2 + 10/3*x + 7/3,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,8.1676,9.56,40.838,42,74,288,57.6,44,298,17,124,74,76,804.0,1248.0,2508.0
16,general,FAMILIA #6,6,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2, -3/2, -2/3, 1/2)",,"{'u': -2, 'v': 1, 'w': 1}",-2*x^2 + x + 1,x^4 + 11/3*x^3 + 13/4*x^2 - 2/3*x - 1,-56/3*x^3 - 16*x^2 + 14/3*x + 5,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,43,8.6,8,"[8, 8, 8, 9, 10]",0,5,5,0,5,9.955400000000001,12.099,49.777,66,96,387,77.4,68,397,29,174,96,98,1572.0,5544.0,9456.0
17,general,FAMILIA #33,33,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1, -2/3, 1/3, 1)",,"{'u': -2, 'v': -2, 'w': 1}",-2*x^2 - 2*x + 1,x^4 + 1/3*x^3 - 11/9*x^2 - 1/3*x + 2/9,20/3*x^3 + 44/9*x^2 - 8/3*x + 1/9,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,43,8.6,8,"[8, 8, 8, 9, 10]",0,5,5,0,5,9.9254,12.039,49.627,48,82,312,62.4,50,322,20,136,82,84,756.0,3222.0,4842.0
18,general,FAMILIA #34,34,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1, -1/3, 2/3, 1)",,"{'u': -2, 'v': 2, 'w': 1}",-2*x^2 + 2*x + 1,x^4 - 1/3*x^3 - 11/9*x^2 + 1/3*x + 2/9,-20/3*x^3 + 44/9*x^2 + 8/3*x + 1/9,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,43,8.6,8,"[8, 8, 8, 9, 10]",0,5,5,0,5,10.068000000000001,12.21,50.34,48,82,312,62.4,50,322,20,136,82,84,756.0,3222.0,4842.0
19,general,FAMILIA #48,48,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1, -1/2, 2)",,"{'u': 0, 'v': -2, 'w': 2}",-2*x + 2,x^4 + 3/2*x^3 - 7/2*x^2 - 6*x - 2,4*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,42,8.4,8,"[8, 8, 8, 8, 10]",0,5,5,0,5,8.6054,9.359,43.027,54,68,294,58.8,56,304,23,127,68,70,116.0,1095.2,4428.0
20,general,FAMILIA #49,49,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, 1/2, 1, 2)",,"{'u': 0, 'v': -2, 'w': -2}",-2*x - 2,x^4 - 3/2*x^3 - 7/2*x^2 + 6*x - 2,4*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,42,8.4,8,"[8, 8, 8, 8, 10]",0,5,5,0,5,8.7614,9.31,43.807,54,68,294,58.8,56,304,23,127,68,70,116.0,1095.2,4428.0
21,general,FAMILIA #5,5,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1, 1, 2)",,"{'u': 0, 'v': -2, 'w': 0}",-2*x,x^4 - 5*x^2 + 4,4*x^2,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,44,8.8,9,"[8, 9, 9, 9, 9]",3,2,2,0,5,6.4378,8.97,32.189,60,72,332,66.4,62,342,26,146,72,74,100.0,364.8,738.0
22,general,FAMILIA #36,36,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -2/3, 0, 1)",,"{'u': -2, 'v': 1, 'w': -1}",-2*x^2 + x - 1,x^4 + 2/3*x^3 - x^2 - 2/3*x,-20/3*x^3 + 9*x^2 + 2/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,44,8.8,9,"[8, 9, 9, 9, 9]",0,5,5,0,5,9.051,10.099,45.255,58,86,334,66.8,60,344,25,147,86,88,111.0,357.0,504.0
23,general,FAMILIA #37,37,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 0, 2/3, 1)",,"{'u': -2, 'v': -1, 'w': -1}",-2*x^2 - x - 1,x^4 - 2/3*x^3 - x^2 + 2/3*x,20/3*x^3 + 9*x^2 - 2/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,44,8.8,9,"[8, 9, 9, 9, 9]",0,5,5,0,5,8.9656,10.179,44.828,58,86,334,66.8,60,344,25,147,86,88,111.0,357.0,504.0
24,general,FAMILIA #49,49,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-3/2, 0, 2/3, 1)",,"{'u': -2, 'v': -1, 'w': -1}",-2*x^2 - x - 1,x^4 - 1/6*x^3 - 11/6*x^2 + x,14/3*x^3 + 37/3*x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,44,8.8,9,"[8, 9, 9, 9, 9]",0,5,5,0,5,8.554,9.32,42.77,54,66,298,59.6,56,308,23,129,66,68,276.0,1627.2,3144.0
25,general,FAMILIA #50,50,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -2/3, 0, 3/2)",,"{'u': -2, 'v': 1, 'w': -1}",-2*x^2 + x - 1,x^4 + 1/6*x^3 - 11/6*x^2 - x,-14/3*x^3 + 37/3*x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,44,8.8,9,"[8, 9, 9, 9, 9]",0,5,5,0,5,8.5776,9.349,42.888000000000005,54,66,298,59.6,56,308,23,129,66,68,276.0,1627.2,3144.0
26,general,FAMILIA #21,21,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, -2/3, 3/2)",,"{'u': -2, 'v': -2, 'w': 1}",-2*x^2 - 2*x + 1,x^5 + 13/6*x^4 - 3/2*x^3 - 14/3*x^2 - 2*x,4*x^4 + 8*x^3 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,44,8.8,9,"[8, 9, 9, 9, 9]",0,5,5,0,5,9.498000000000001,9.97,47.49,52,72,314,62.8,54,324,21,132,72,74,768.0,3811.2,7584.0
27,general,FAMILIA #22,22,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 2, 2/3, -3/2)",,"{'u': -2, 'v': 2, 'w': 1}",-2*x^2 + 2*x + 1,x^5 - 13/6*x^4 - 3/2*x^3 + 14/3*x^2 - 2*x,4*x^4 - 8*x^3 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,44,8.8,9,"[8, 9, 9, 9, 9]",0,5,5,0,5,9.525200000000002,10.089,47.626000000000005,52,72,314,62.8,54,324,21,132,72,74,768.0,3811.2,7584.0
28,general,FAMILIA #40,40,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 0, 1/2, 2/3)",,"{'u': -2, 'v': 1, 'w': 2}",-2*x^2 + x + 2,x^5 + 1/3*x^4 - 11/12*x^3 - 1/12*x^2 + 1/6*x,4*x^4 - 4*x^3 - 7*x^2 + 4*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,44,8.8,9,"[8, 9, 9, 9, 9]",0,5,5,0,5,7.555200000000001,8.699,37.776,46,60,256,51.2,48,266,18,103,60,62,1020.0,3309.6,8892.0
29,general,FAMILIA #1,1,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(0, 1/2, 2/3, 3/2)",,"{'u': -2, 'v': 1, 'w': 1/2}",-2*x^2 + x + 1/2,x^4 - 8/3*x^3 + 25/12*x^2 - 1/2*x,20/3*x^3 - 28/3*x^2 + 3*x + 1/4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,11.157399999999999,12.41,55.787,74,88,408,81.6,76,418,33,184,88,90,1788.0,9854.4,28656.0
30,general,FAMILIA #4,4,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2, 1/2, 2/3, 3/2)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 - 2/3*x^3 - 13/4*x^2 + 11/3*x - 1,8/3*x^3 + 9*x^2 - 44/3*x + 5,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,9.3696,10.65,46.848,68,78,354,70.8,70,364,30,157,78,80,1872.0,4512.0,6720.0
31,general,FAMILIA #5,5,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-3/2, -2/3, -1/2, 2)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 + 2/3*x^3 - 13/4*x^2 - 11/3*x - 1,-8/3*x^3 + 9*x^2 + 44/3*x + 5,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,9.397200000000002,10.869,46.986000000000004,68,78,354,70.8,70,364,30,157,78,80,1872.0,4512.0,6720.0
32,general,FAMILIA #10,10,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-3, -2, -1, 2/3)",,"{'u': 0, 'v': -2, 'w': -1/2}",-2*x - 1/2,x^4 + 16/3*x^3 + 7*x^2 - 4/3*x - 4,4*x^2 + 2*x + 1/4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,10.255199999999999,11.289,51.275999999999996,62,74,342,68.4,64,352,27,151,74,76,1512.0,4046.4,8064.0
33,general,FAMILIA #11,11,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2/3, 1, 2, 3)",,"{'u': 0, 'v': -2, 'w': 1/2}",-2*x + 1/2,x^4 - 16/3*x^3 + 7*x^2 + 4/3*x - 4,4*x^2 - 2*x + 1/4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,10.3656,11.38,51.828,62,74,342,68.4,64,352,27,151,74,76,1512.0,4046.4,8064.0
34,general,FAMILIA #6,6,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, 0, 1/2, 2/3)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 5/6*x^3 - 2*x^2 + 2/3*x,-34/3*x^3 + 4*x^2 + 16/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,9.2894,11.029,46.447,56,74,320,64.0,58,330,24,140,74,76,288.0,1579.2,2856.0
35,general,FAMILIA #7,7,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2/3, -1/2, 0, 2)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 5/6*x^3 - 2*x^2 - 2/3*x,34/3*x^3 + 4*x^2 - 16/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,9.1378,10.63,45.689,56,74,320,64.0,58,330,24,140,74,76,288.0,1579.2,2856.0
36,general,FAMILIA #26,26,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -2/3, 0, 1)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 + 2/3*x^3 - x^2 - 2/3*x,-32/3*x^3 + 12*x^2 - 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,8.6414,10.609,43.207,52,80,324,64.8,54,334,22,142,80,82,174.0,322.2,618.0
37,general,FAMILIA #1,1,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, 1, -2/3, -3)",,"{'u': 0, 'v': -2, 'w': 1}",-2*x + 1,x^5 + 11/3*x^4 + x^3 - 11/3*x^2 - 2*x,4*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,8.7958,9.73,43.979,50,90,336,67.2,52,346,20,143,90,92,240.0,695.4,1740.0
38,general,FAMILIA #2,2,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, 1, 2/3, 3)",,"{'u': 0, 'v': -2, 'w': -1}",-2*x - 1,x^5 - 11/3*x^4 + x^3 + 11/3*x^2 - 2*x,4*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,8.7536,9.91,43.768,50,90,336,67.2,52,346,20,143,90,92,240.0,695.4,1740.0
39,general,FAMILIA #27,27,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, 1/3, 1/2, 1)",,"{'u': -2, 'v': -1, 'w': -1}",-2*x^2 - x - 1,x^4 + 1/6*x^3 - 8/3*x^2 + 11/6*x - 1/3,10/3*x^3 + 47/3*x^2 - 16/3*x + 7/3,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,8.502,10.24,42.510000000000005,50,82,312,62.4,52,322,21,136,82,84,672.0,1648.8,2796.0
40,general,FAMILIA #28,28,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1, -1/2, -1/3, 2)",,"{'u': -2, 'v': 1, 'w': -1}",-2*x^2 + x - 1,x^4 - 1/6*x^3 - 8/3*x^2 - 11/6*x - 1/3,-10/3*x^3 + 47/3*x^2 + 16/3*x + 7/3,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,8.5076,10.31,42.538000000000004,50,82,312,62.4,52,322,21,136,82,84,672.0,1648.8,2796.0
41,general,FAMILIA #35,35,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-3/2, -1, 1/3, 1)",,"{'u': -2, 'v': 1, 'w': 2}",-2*x^2 + x + 2,x^4 + 7/6*x^3 - 3/2*x^2 - 7/6*x + 1/2,-26/3*x^3 - x^2 + 26/3*x + 2,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,8.597800000000001,9.65,42.989000000000004,48,76,301,60.2,50,311,20,131,76,78,576.0,1160.4,2760.0
42,general,FAMILIA #36,36,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1, -1/3, 1, 3/2)",,"{'u': -2, 'v': -1, 'w': 2}",-2*x^2 - x + 2,x^4 - 7/6*x^3 - 3/2*x^2 + 7/6*x + 1/2,26/3*x^3 - x^2 - 26/3*x + 2,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,43,8.6,9,"[8, 8, 9, 9, 9]",0,5,5,0,5,8.6754,9.519,43.377,48,76,301,60.2,50,311,20,131,76,78,576.0,1160.4,2760.0
