subfamily_rank,construction_kind,family_label,family_index,execution_relative_dir,m,rs,forced_xs,q_params,q_family,H_family,Pq_family,top_k_count,n_successful,n_determined,n_only_rankbounds,n_not_closed,n_timeout,n_memory,n_req_error,n_unresolved,n_failed,n_rank_ge_6,n_rank_ge_8,n_rank_ge_10,min_rank,max_rank,sum_rank,avg_rank,med_rank,determined_ranks,n_by_rankbounds,n_by_mordellweil,n_finite_index,n_proved,n_grh,avg_magma_time,max_magma_time,total_magma_time,top_k_min_affine,top_k_max_affine,top_k_sum_affine,top_k_avg_affine,top_k_min_proj,top_k_sum_proj,top_k_min_extra_x,top_k_sum_extra_x,best_affine,best_proj,best_height,avg_height,max_height
236,general,FAMILIA #23,23,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(0, 2/3, 1, 2)",,"{'u': 0, 'v': -2, 'w': 1}",-2*x + 1,x^4 - 11/3*x^3 + 4*x^2 - 4/3*x,4*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,8.4774,9.199,42.387,54,74,310,62.0,56,320,23,135,74,76,168.0,1162.2,2664.0
237,general,FAMILIA #28,28,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1/2, 1/2, 2)",,"{'u': 0, 'v': -2, 'w': 2}",-2*x + 2,x^4 - 17/4*x^2 + 1,4*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.4536,8.88,37.268,52,70,300,60.0,54,310,22,130,70,72,284.0,388.0,624.0
238,general,FAMILIA #29,29,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1/2, 1/2, 2)",,"{'u': 0, 'v': -2, 'w': -2}",-2*x - 2,x^4 - 17/4*x^2 + 1,4*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.468000000000001,8.88,37.34,52,70,300,60.0,54,310,22,130,70,72,284.0,388.0,624.0
239,general,FAMILIA #37,37,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-3/2, -1, 0, 1/2)",,"{'u': -1, 'v': -1, 'w': -1}",-x^2 - x - 1,x^4 + 2*x^3 + 1/4*x^2 - 3/4*x,11/4*x^2 + 11/4*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.361400000000001,8.509,36.807,48,70,292,58.4,50,302,20,126,70,72,328.0,475.2,552.0
240,general,FAMILIA #38,38,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1/2, 0, 1, 3/2)",,"{'u': -1, 'v': 1, 'w': -1}",-x^2 + x - 1,x^4 - 2*x^3 + 1/4*x^2 + 3/4*x,11/4*x^2 - 11/4*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.3914,8.429,36.957,48,70,292,58.4,50,302,20,126,70,72,328.0,475.2,552.0
241,general,FAMILIA #44,44,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-3, -1, -2/3, 0, 1)",,"{'u': -2, 'v': 2, 'w': 3}",-2*x^2 + 2*x + 3,x^5 + 11/3*x^4 + x^3 - 11/3*x^2 - 2*x,4*x^4 - 8*x^3 - 8*x^2 + 12*x + 9,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.435599999999999,8.279,37.178,48,74,274,54.8,50,284,19,112,74,76,189.0,454.8,822.0
242,general,FAMILIA #45,45,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 0, 1/3, 2)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^5 - 5/6*x^4 - 7/3*x^3 - 1/6*x^2 + 1/3*x,x^4 + 2*x^3 - x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,8.0314,9.189,40.157,48,60,266,53.2,50,276,19,108,60,62,402.0,583.2,768.0
243,general,FAMILIA #46,46,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1/3, 0, 1/2, 1)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^5 + 5/6*x^4 - 7/3*x^3 + 1/6*x^2 + 1/3*x,x^4 - 2*x^3 - x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.9596,9.009,39.798,48,60,266,53.2,50,276,19,108,60,62,402.0,583.2,768.0
244,general,FAMILIA #4,4,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 0, 1/3, 1)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^5 + 1/6*x^4 - 7/6*x^3 - 1/6*x^2 + 1/6*x,4*x^4 + 8*x^3 - 4*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.443600000000001,7.98,37.218,46,68,283,56.6,48,293,18,117,68,70,270.0,1116.0,3168.0
245,general,FAMILIA #5,5,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/3, 0, 1/2, 1)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^5 - 1/6*x^4 - 7/6*x^3 + 1/6*x^2 + 1/6*x,4*x^4 - 8*x^3 - 4*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.3956,7.95,36.978,46,68,283,56.6,48,293,18,117,68,70,270.0,1116.0,3168.0
246,general,FAMILIA #10,10,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 0, 1/3, 1)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^5 + 1/6*x^4 - 7/6*x^3 - 1/6*x^2 + 1/6*x,4*x^4 + 8*x^3 - 4*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.443600000000001,7.98,37.218,46,68,283,56.6,48,293,18,117,68,70,270.0,1116.0,3168.0
247,general,FAMILIA #11,11,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/3, 0, 1/2, 1)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^5 - 1/6*x^4 - 7/6*x^3 + 1/6*x^2 + 1/6*x,4*x^4 - 8*x^3 - 4*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.3956,7.95,36.978,46,68,283,56.6,48,293,18,117,68,70,270.0,1116.0,3168.0
248,general,FAMILIA #10,10,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, 0, 1/2, 2/3, 1)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^5 - 7/6*x^4 - 2/3*x^3 + 7/6*x^2 - 1/3*x,4*x^4 - 4*x^2 + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,8.2614,9.869,41.307,46,64,272,54.4,48,282,18,111,64,66,246.0,1027.2,2034.0
249,general,FAMILIA #11,11,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -2/3, -1/2, 0, 1)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^5 + 7/6*x^4 - 2/3*x^3 - 7/6*x^2 - 1/3*x,4*x^4 - 4*x^2 + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,8.1112,9.789,40.556,46,64,272,54.4,48,282,18,111,64,66,246.0,1027.2,2034.0
250,general,FAMILIA #43,43,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 0, 1/3, 1/2)",,"{'u': -2, 'v': -2, 'w': 1}",-2*x^2 - 2*x + 1,x^5 + 2/3*x^4 - 7/12*x^3 - 1/6*x^2 + 1/12*x,4*x^4 + 8*x^3 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.1251999999999995,8.529,35.626,44,62,242,48.4,46,252,17,96,62,64,1212.0,3420.0,10656.0
251,general,FAMILIA #44,44,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1/2, -1/3, 0, 1/2, 1)",,"{'u': -2, 'v': 2, 'w': 1}",-2*x^2 + 2*x + 1,x^5 - 2/3*x^4 - 7/12*x^3 + 1/6*x^2 + 1/12*x,4*x^4 - 8*x^3 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.0876,8.3,35.438,44,62,242,48.4,46,252,17,96,62,64,1212.0,3420.0,10656.0
252,general,FAMILIA #30,30,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, 0, 2/3, 2)",,"{'u': -1, 'v': 2, 'w': -1}",-x^2 + 2*x - 1,x^5 + 1/3*x^4 - 14/3*x^3 - 4/3*x^2 + 8/3*x,x^4 - 4*x^3 + 6*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,6.936,7.57,34.68,40,70,276,55.2,42,286,15,113,70,72,90.0,325.2,738.0
253,general,FAMILIA #31,31,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 0, 1/3, 1)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^5 + 1/6*x^4 - 7/6*x^3 - 1/6*x^2 + 1/6*x,4*x^4 - 4*x^2 + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.255800000000001,8.199,36.279,40,72,262,52.4,42,272,15,106,72,74,150.0,588.0,1278.0
254,general,FAMILIA #32,32,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/3, 0, 1/2, 1)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^5 - 1/6*x^4 - 7/6*x^3 + 1/6*x^2 + 1/6*x,4*x^4 - 4*x^2 + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,7,8,38,7.6,8,"[7, 7, 8, 8, 8]",0,5,5,0,5,7.2976,8.24,36.488,40,72,262,52.4,42,272,15,106,72,74,150.0,588.0,1278.0
255,general,FAMILIA #29,29,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, -1/2, -1/3, 3)",,"{'u': -2, 'v': 0, 'w': -2}",-2*x^2 - 2,x^5 - 13/6*x^4 - 10/3*x^3 + 5/3*x^2 + 7/3*x + 1/2,4*x^4 + 8*x^2 + 4,5,5,5,0,0,0,0,0,0,0,5,2,0,7,9,39,7.8,7,"[7, 7, 7, 9, 9]",0,5,5,0,5,8.4894,9.13,42.447,50,80,308,61.6,52,318,20,129,80,82,780.0,1440.0,2568.0
256,general,FAMILIA #30,30,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, 1/2, 1/3, -3)",,"{'u': -2, 'v': 0, 'w': -2}",-2*x^2 - 2,x^5 + 13/6*x^4 - 10/3*x^3 - 5/3*x^2 + 7/3*x - 1/2,4*x^4 + 8*x^2 + 4,5,5,5,0,0,0,0,0,0,0,5,2,0,7,9,39,7.8,7,"[7, 7, 7, 9, 9]",0,5,5,0,5,8.525400000000001,9.539,42.627,50,80,308,61.6,52,318,20,129,80,82,780.0,1440.0,2568.0
257,general,FAMILIA #13,13,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 0, 1, 2)",,"{'u': -2, 'v': 2, 'w': -2}",-2*x^2 + 2*x - 2,x^4 - 2*x^3 - x^2 + 2*x,16*x^2 - 16*x + 4,5,5,5,0,0,0,0,0,0,0,5,2,0,7,9,38,7.6,7,"[7, 7, 7, 8, 9]",3,2,2,0,5,6.3154,7.389,31.577,58,88,328,65.6,60,338,25,144,88,90,44.0,95.0,159.0
258,general,FAMILIA #44,44,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1, -1/2, 2)",,"{'u': -1, 'v': 1, 'w': 0}",-x^2 + x,x^4 + 3/2*x^3 - 7/2*x^2 - 6*x - 2,-7/2*x^3 + 9/2*x^2 + 6*x + 2,5,5,5,0,0,0,0,0,0,0,5,2,0,7,9,38,7.6,7,"[7, 7, 7, 8, 9]",1,4,4,0,5,7.4414,9.72,37.207,56,64,296,59.2,58,306,24,128,64,66,72.0,1900.0,4584.0
259,general,FAMILIA #45,45,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, 1/2, 1, 2)",,"{'u': -1, 'v': -1, 'w': 0}",-x^2 - x,x^4 - 3/2*x^3 - 7/2*x^2 + 6*x - 2,7/2*x^3 + 9/2*x^2 - 6*x + 2,5,5,5,0,0,0,0,0,0,0,5,2,0,7,9,38,7.6,7,"[7, 7, 7, 8, 9]",1,4,4,0,5,7.4856,9.81,37.428,56,64,296,59.2,58,306,24,128,64,66,72.0,1900.0,4584.0
260,general,FAMILIA #14,14,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(0, 2/3, 1, 3)",,"{'u': 0, 'v': -2, 'w': 1}",-2*x + 1,x^4 - 14/3*x^3 + 17/3*x^2 - 2*x,4*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,9,38,7.6,7,"[7, 7, 7, 8, 9]",0,5,5,0,5,7.881600000000001,11.23,39.408,48,84,314,62.8,50,324,20,137,84,86,168.0,517.2,1176.0
261,general,FAMILIA #15,15,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-3, -1, -2/3, 0)",,"{'u': 0, 'v': -2, 'w': -1}",-2*x - 1,x^4 + 14/3*x^3 + 17/3*x^2 + 2*x,4*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,9,38,7.6,7,"[7, 7, 7, 8, 9]",0,5,5,0,5,7.9834000000000005,11.32,39.917,48,84,314,62.8,50,324,20,137,84,86,168.0,517.2,1176.0
262,general,FAMILIA #54,54,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, -2, 2, 1/3)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^5 - 4/3*x^4 - 11/3*x^3 + 16/3*x^2 - 4/3*x,x^4 + 2*x^3 - x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,9,38,7.6,7,"[7, 7, 7, 8, 9]",0,5,5,0,5,7.6415999999999995,10.429,38.208,48,72,286,57.2,50,296,19,118,72,74,165.0,392.4,756.0
263,general,FAMILIA #55,55,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, 2, -1/3)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^5 + 4/3*x^4 - 11/3*x^3 - 16/3*x^2 - 4/3*x,x^4 - 2*x^3 - x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,9,38,7.6,7,"[7, 7, 7, 8, 9]",0,5,5,0,5,7.6614,10.5,38.307,48,72,286,57.2,50,296,19,118,72,74,165.0,392.4,756.0
264,general,FAMILIA #40,40,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1, 0, 1/3)",,"{'u': -1, 'v': 1, 'w': -1}",-x^2 + x - 1,x^4 + 8/3*x^3 + x^2 - 2/3*x,-14/3*x^3 + 2*x^2 - 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,8.3132,9.96,41.566,58,74,312,62.4,60,322,25,136,74,76,108.0,205.2,300.0
265,general,FAMILIA #41,41,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1/3, 0, 1, 2)",,"{'u': -1, 'v': -1, 'w': -1}",-x^2 - x - 1,x^4 - 8/3*x^3 + x^2 + 2/3*x,14/3*x^3 + 2*x^2 + 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,8.268,9.96,41.34,58,74,312,62.4,60,322,25,136,74,76,108.0,205.2,300.0
266,general,FAMILIA #14,14,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1, 0, 1/3)",,"{'u': -1, 'v': 1, 'w': -1}",-x^2 + x - 1,x^4 + 8/3*x^3 + x^2 - 2/3*x,-14/3*x^3 + 2*x^2 - 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,8.3132,9.96,41.566,58,74,312,62.4,60,322,25,136,74,76,108.0,205.2,300.0
267,general,FAMILIA #15,15,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1/3, 0, 1, 2)",,"{'u': -1, 'v': -1, 'w': -1}",-x^2 - x - 1,x^4 - 8/3*x^3 + x^2 + 2/3*x,14/3*x^3 + 2*x^2 + 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,8.268,9.96,41.34,58,74,312,62.4,60,322,25,136,74,76,108.0,205.2,300.0
268,general,FAMILIA #34,34,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, 0, 1, 3)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 - 2*x^3 - 5*x^2 + 6*x,16*x^2 - 16*x + 4,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",1,4,4,0,5,7.7554,9.57,38.777,56,66,308,61.6,58,318,24,134,66,68,40.0,413.8,1716.0
269,general,FAMILIA #35,35,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-3, -1, 0, 2)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 + 2*x^3 - 5*x^2 - 6*x,16*x^2 + 16*x + 4,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",1,4,4,0,5,7.8414,9.619,39.207,56,66,308,61.6,58,318,24,134,66,68,40.0,413.8,1716.0
270,general,FAMILIA #17,17,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, 0, 1/3, 1)",,"{'u': -1, 'v': 1, 'w': -1}",-x^2 + x - 1,x^5 + 5/3*x^4 - 5/3*x^3 - 5/3*x^2 + 2/3*x,x^4 - 2*x^3 + 3*x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,7.667199999999999,8.429,38.336,52,60,282,56.4,54,292,21,116,60,62,108.0,251.4,402.0
271,general,FAMILIA #18,18,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/3, 0, 1, 2)",,"{'u': -1, 'v': -1, 'w': -1}",-x^2 - x - 1,x^5 - 5/3*x^4 - 5/3*x^3 + 5/3*x^2 + 2/3*x,x^4 + 2*x^3 + 3*x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,7.643800000000001,8.38,38.219,52,60,282,56.4,54,292,21,116,60,62,108.0,251.4,402.0
272,general,FAMILIA #40,40,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, 0, 1/3, 1)",,"{'u': -1, 'v': 1, 'w': -1}",-x^2 + x - 1,x^5 + 5/3*x^4 - 5/3*x^3 - 5/3*x^2 + 2/3*x,x^4 - 2*x^3 + 3*x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,7.667199999999999,8.429,38.336,52,60,282,56.4,54,292,21,116,60,62,108.0,251.4,402.0
273,general,FAMILIA #41,41,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/3, 0, 1, 2)",,"{'u': -1, 'v': -1, 'w': -1}",-x^2 - x - 1,x^5 - 5/3*x^4 - 5/3*x^3 + 5/3*x^2 + 2/3*x,x^4 + 2*x^3 + 3*x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,7.643800000000001,8.38,38.219,52,60,282,56.4,54,292,21,116,60,62,108.0,251.4,402.0
274,general,FAMILIA #53,53,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, 2, 3/2, -3)",,"{'u': -2, 'v': 3, 'w': -3}",-2*x^2 + 3*x - 3,x^5 + 1/2*x^4 - 8*x^3 + 3/2*x^2 + 9*x,4*x^4 - 12*x^3 + 21*x^2 - 18*x + 9,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,8.1214,10.38,40.607,48,76,286,57.2,50,296,19,118,76,78,170.0,390.0,1000.0
275,general,FAMILIA #21,21,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, -1/2, 0, 1/2)",,"{'u': -1, 'v': -1, 'w': -1}",-x^2 - x - 1,x^5 + 3*x^4 + 7/4*x^3 - 3/4*x^2 - 1/2*x,x^4 + 2*x^3 + 3*x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,6.9494,7.339,34.747,48,64,274,54.8,50,284,19,112,64,66,304.0,718.4,1836.0
276,general,FAMILIA #22,22,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1/2, 0, 1/2, 1, 2)",,"{'u': -1, 'v': 1, 'w': -1}",-x^2 + x - 1,x^5 - 3*x^4 + 7/4*x^3 + 3/4*x^2 - 1/2*x,x^4 - 2*x^3 + 3*x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,7,8,37,7.4,7,"[7, 7, 7, 8, 8]",0,5,5,0,5,6.8355999999999995,7.29,34.178,48,64,274,54.8,50,284,19,112,64,66,304.0,718.4,1836.0
