subfamily_rank,construction_kind,family_label,family_index,execution_relative_dir,m,rs,forced_xs,q_params,q_family,H_family,Pq_family,top_k_count,n_successful,n_determined,n_only_rankbounds,n_not_closed,n_timeout,n_memory,n_req_error,n_unresolved,n_failed,n_rank_ge_6,n_rank_ge_8,n_rank_ge_10,min_rank,max_rank,sum_rank,avg_rank,med_rank,determined_ranks,n_by_rankbounds,n_by_mordellweil,n_finite_index,n_proved,n_grh,avg_magma_time,max_magma_time,total_magma_time,top_k_min_affine,top_k_max_affine,top_k_sum_affine,top_k_avg_affine,top_k_min_proj,top_k_sum_proj,top_k_min_extra_x,top_k_sum_extra_x,best_affine,best_proj,best_height,avg_height,max_height
339,general,FAMILIA #18,18,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1/3, 0, 1)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^4 + 4/3*x^3 - 5/3*x^2 - 2/3*x,-10/3*x^3 + 2/3*x^2 + 8/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,6,8,37,7.4,8,"[6, 7, 8, 8, 8]",0,5,5,0,5,8.2952,9.849,41.476,56,70,304,60.8,58,314,24,132,70,72,57.0,1118.4,4626.0
340,general,FAMILIA #19,19,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 0, 1/3, 2)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^4 - 4/3*x^3 - 5/3*x^2 + 2/3*x,10/3*x^3 + 2/3*x^2 - 8/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,6,8,37,7.4,8,"[6, 7, 8, 8, 8]",0,5,5,0,5,8.2994,9.689,41.497,56,70,304,60.8,58,314,24,132,70,72,57.0,1118.4,4626.0
341,general,FAMILIA #47,47,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, 1/3, -3)",,"{'u': -2, 'v': -2, 'w': -3}",-2*x^2 - 2*x - 3,x^5 + 17/3*x^4 + 9*x^3 + 7/3*x^2 - 2*x,4*x^4 + 8*x^3 + 16*x^2 + 12*x + 9,5,5,5,0,0,0,0,0,0,0,5,3,0,6,8,37,7.4,8,"[6, 7, 8, 8, 8]",0,5,5,0,5,7.8994,8.789,39.497,50,70,284,56.8,52,294,20,117,70,72,162.0,823.2,1350.0
342,general,FAMILIA #48,48,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 2, -1/3, 3)",,"{'u': -2, 'v': 2, 'w': -3}",-2*x^2 + 2*x - 3,x^5 - 17/3*x^4 + 9*x^3 - 7/3*x^2 - 2*x,4*x^4 - 8*x^3 + 16*x^2 - 12*x + 9,5,5,5,0,0,0,0,0,0,0,5,3,0,6,8,37,7.4,8,"[6, 7, 8, 8, 8]",0,5,5,0,5,7.9776,8.869,39.888,50,70,284,56.8,52,294,20,117,70,72,162.0,823.2,1350.0
343,general,FAMILIA #49,49,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-3, -1, 0, 1/2, 1)",,"{'u': -2, 'v': 2, 'w': 3}",-2*x^2 + 2*x + 3,x^5 + 5/2*x^4 - 5/2*x^3 - 5/2*x^2 + 3/2*x,4*x^4 - 8*x^3 - 8*x^2 + 12*x + 9,5,5,5,0,0,0,0,0,0,0,5,3,0,6,8,37,7.4,8,"[6, 7, 8, 8, 8]",1,4,4,0,5,7.1256,9.38,35.628,44,64,262,52.4,46,272,17,106,64,66,82.0,211.6,528.0
344,general,FAMILIA #80,80,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, 2, 1/3, 3)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^5 - 13/3*x^4 + 7/3*x^3 + 17/3*x^2 - 2*x,4*x^4 - 8*x^3 + 8*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,3,0,6,8,37,7.4,8,"[6, 7, 8, 8, 8]",0,5,5,0,5,6.7956,7.879,33.978,42,72,274,54.8,44,284,16,112,72,74,96.0,317.4,615.0
345,even_automorphism,FAMILIA #33,33,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-3, -2, 2, 3)","{'u': -3, 'w': -3}",-3*x^2 - 3,x^4 - 13*x^2 + 36,135*x^2 - 315,5,5,5,0,0,0,0,0,0,0,5,3,0,6,8,36,7.2,8,"[6, 6, 8, 8, 8]",0,5,5,0,5,13.887800000000002,17.239,69.43900000000001,46,60,270,54.0,48,280,19,115,60,62,264.0,1402.0,3748.0
346,general,FAMILIA #32,32,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2/3, -1/2, 0, 1, 2)",,"{'u': 0, 'v': 0, 'w': -1}",-1,x^5 - 11/6*x^4 - 7/6*x^3 + 4/3*x^2 + 2/3*x,1,5,5,5,0,0,0,0,0,0,0,5,3,0,6,8,36,7.2,8,"[6, 6, 8, 8, 8]",0,5,5,0,5,7.5436000000000005,10.9,37.718,38,70,260,52.0,40,270,14,105,70,72,108.0,544.8,1350.0
347,general,FAMILIA #33,33,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, 0, 1/2, 2/3)",,"{'u': 0, 'v': 0, 'w': -1}",-1,x^5 + 11/6*x^4 - 7/6*x^3 - 4/3*x^2 + 2/3*x,1,5,5,5,0,0,0,0,0,0,0,5,3,0,6,8,36,7.2,8,"[6, 6, 8, 8, 8]",0,5,5,0,5,7.445400000000001,10.64,37.227000000000004,38,70,260,52.0,40,270,14,105,70,72,108.0,544.8,1350.0
348,general,FAMILIA #13,13,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, -1/3, 3/2)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^5 + 11/6*x^4 - 2*x^3 - 23/6*x^2 - x,x^4 - 2*x^3 - x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,9,37,7.4,7,"[6, 6, 7, 9, 9]",0,5,5,0,5,8.1396,11.39,40.698,45,92,305,61.0,47,315,18,128,92,94,624.0,1371.6,2712.0
349,general,FAMILIA #14,14,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 2, 1/3, -3/2)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^5 - 11/6*x^4 - 2*x^3 + 23/6*x^2 - x,x^4 + 2*x^3 - x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,9,37,7.4,7,"[6, 6, 7, 9, 9]",0,5,5,0,5,8.1218,11.25,40.609,45,92,305,61.0,47,315,18,128,92,94,624.0,1371.6,2712.0
350,general,FAMILIA #15,15,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, -2, 1/3, 3)",,"{'u': 0, 'v': -2, 'w': 1}",-2*x + 1,x^5 - 7/3*x^4 - 13/3*x^3 + 23/3*x^2 - 2*x,4*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,9,37,7.4,7,"[6, 7, 7, 8, 9]",1,4,4,0,5,7.5174,10.97,37.587,44,84,310,62.0,46,320,17,130,84,86,87.0,628.8,1089.0
351,general,FAMILIA #16,16,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, 2, -1/3, -3)",,"{'u': 0, 'v': -2, 'w': -1}",-2*x - 1,x^5 + 7/3*x^4 - 13/3*x^3 - 23/3*x^2 - 2*x,4*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,9,37,7.4,7,"[6, 7, 7, 8, 9]",1,4,4,0,5,7.635800000000001,11.179,38.179,44,84,310,62.0,46,320,17,130,84,86,87.0,628.8,1089.0
352,general,FAMILIA #17,17,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, -2, 2/3, 3)",,"{'u': 0, 'v': -2, 'w': 1}",-2*x + 1,x^5 - 8/3*x^4 - 11/3*x^3 + 28/3*x^2 - 4*x,4*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,9,37,7.4,7,"[6, 7, 7, 8, 9]",0,5,5,0,5,7.839799999999999,11.23,39.199,44,84,310,62.0,46,320,17,130,84,86,168.0,851.4,2004.0
353,general,FAMILIA #18,18,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, 2, -2/3, -3)",,"{'u': 0, 'v': -2, 'w': -1}",-2*x - 1,x^5 + 8/3*x^4 - 11/3*x^3 - 28/3*x^2 - 4*x,4*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,9,37,7.4,7,"[6, 7, 7, 8, 9]",0,5,5,0,5,7.8956,11.32,39.478,44,84,310,62.0,46,320,17,130,84,86,168.0,851.4,2004.0
354,general,FAMILIA #8,8,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, -2/3, 1/2, 1)",,"{'u': -1, 'v': -1, 'w': -1}",-x^2 - x - 1,x^5 + 13/6*x^4 - x^3 - 17/6*x^2 + 2/3,x^4 + 2*x^3 + 3*x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,8,36,7.2,7,"[6, 7, 7, 8, 8]",0,5,5,0,5,8.1058,9.429,40.529,49,64,285,57.0,51,295,20,118,64,66,234.0,1198.8,2196.0
355,general,FAMILIA #9,9,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 2/3, 1, 2)",,"{'u': -1, 'v': 1, 'w': -1}",-x^2 + x - 1,x^5 - 13/6*x^4 - x^3 + 17/6*x^2 - 2/3,x^4 - 2*x^3 + 3*x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,8,36,7.2,7,"[6, 7, 7, 8, 8]",0,5,5,0,5,8.1174,9.419,40.587,49,64,285,57.0,51,295,20,118,64,66,234.0,1198.8,2196.0
356,general,FAMILIA #20,20,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1/2, 0, 1/3, 1, 2)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^5 - 17/6*x^4 + 4/3*x^3 + 5/6*x^2 - 1/3*x,4*x^4 - 8*x^3 + 8*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,8,36,7.2,7,"[6, 7, 7, 8, 8]",0,5,5,0,5,7.9316,10.23,39.658,46,72,280,56.0,48,290,18,115,72,74,426.0,1248.0,2844.0
357,general,FAMILIA #21,21,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, -1/3, 0, 1/2)",,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^5 + 17/6*x^4 + 4/3*x^3 - 5/6*x^2 - 1/3*x,4*x^4 + 8*x^3 + 8*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,8,36,7.2,7,"[6, 7, 7, 8, 8]",0,5,5,0,5,7.835600000000001,9.96,39.178000000000004,46,72,280,56.0,48,290,18,115,72,74,426.0,1248.0,2844.0
358,general,FAMILIA #19,19,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, -1/3, -3/2)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^5 + 29/6*x^4 + 8*x^3 + 31/6*x^2 + x,x^4 - 2*x^3 - x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,9,36,7.2,7,"[6, 6, 7, 8, 9]",0,5,5,0,5,8.083400000000001,10.259,40.417,42,72,281,56.2,44,291,16,116,72,74,948.0,3411.6,5004.0
359,general,FAMILIA #20,20,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 2, 1/3, 3/2)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^5 - 29/6*x^4 + 8*x^3 - 31/6*x^2 + x,x^4 + 2*x^3 - x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,9,36,7.2,7,"[6, 6, 7, 8, 9]",0,5,5,0,5,8.1054,10.13,40.527,42,72,281,56.2,44,291,16,116,72,74,948.0,3411.6,5004.0
360,general,FAMILIA #36,36,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, 1/2, 1, 2)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^5 - 1/2*x^4 - 5*x^3 + 5/2*x^2 + 4*x - 2,x^4 - 4*x^3 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,2,0,6,8,36,7.2,7,"[6, 7, 7, 8, 8]",0,5,5,0,5,7.6994,9.449,38.497,38,64,246,49.2,40,256,14,98,64,66,114.0,164.4,194.0
361,general,FAMILIA #38,38,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -2/3, 0, 1, 3/2)",,"{'u': -1, 'v': 0, 'w': -1}",-x^2 - 1,x^5 - 5/6*x^4 - 2*x^3 + 5/6*x^2 + x,x^4 + 2*x^2 + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,8,36,7.2,7,"[6, 7, 7, 8, 8]",0,5,5,0,5,7.311400000000001,9.349,36.557,34,68,238,47.6,36,248,12,94,68,70,168.0,387.6,732.0
362,general,FAMILIA #39,39,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-3/2, -1, 0, 2/3, 1)",,"{'u': -1, 'v': 0, 'w': -1}",-x^2 - 1,x^5 + 5/6*x^4 - 2*x^3 - 5/6*x^2 + x,x^4 + 2*x^2 + 1,5,5,5,0,0,0,0,0,0,0,5,2,0,6,8,36,7.2,7,"[6, 7, 7, 8, 8]",0,5,5,0,5,7.2834,9.419,36.417,34,68,238,47.6,36,248,12,94,68,70,168.0,387.6,732.0
363,general,FAMILIA #51,51,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, -1/3, 3)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^5 + 1/3*x^4 - 7*x^3 - 25/3*x^2 - 2*x,4*x^4 - 8*x^3 - 4*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,1,0,6,9,36,7.2,7,"[6, 7, 7, 7, 9]",0,5,5,0,5,7.699800000000001,9.33,38.499,48,76,290,58.0,50,300,19,120,76,78,210.0,620.4,996.0
364,general,FAMILIA #52,52,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 2, 1/3, -3)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^5 - 1/3*x^4 - 7*x^3 + 25/3*x^2 - 2*x,4*x^4 + 8*x^3 - 4*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,1,0,6,9,36,7.2,7,"[6, 7, 7, 7, 9]",0,5,5,0,5,7.815600000000001,9.769,39.078,48,76,290,58.0,50,300,19,120,76,78,210.0,620.4,996.0
365,general,FAMILIA #14,14,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, -1/3, 0, 2)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^5 + 4/3*x^4 - 11/3*x^3 - 16/3*x^2 - 4/3*x,x^4 - 2*x^3 - x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,9,36,7.2,7,"[6, 7, 7, 7, 9]",0,5,5,0,5,7.4316,10.5,37.158,44,72,282,56.4,46,292,17,116,72,74,165.0,397.2,756.0
366,general,FAMILIA #15,15,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, 0, 1/3, 1, 2)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^5 - 4/3*x^4 - 11/3*x^3 + 16/3*x^2 - 4/3*x,x^4 + 2*x^3 - x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,9,36,7.2,7,"[6, 7, 7, 7, 9]",0,5,5,0,5,7.4676,10.429,37.338,44,72,282,56.4,46,292,17,116,72,74,165.0,397.2,756.0
367,general,FAMILIA #6,6,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, 0, 1, 3)",,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^5 - x^4 - 7*x^3 + x^2 + 6*x,4*x^4 + 8*x^3 + 8*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,35,7.0,7,"[6, 7, 7, 7, 8]",3,2,2,0,5,14.2016,46.469,71.008,46,64,278,55.6,48,288,18,114,64,66,58.0,109.8,186.0
368,general,FAMILIA #7,7,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-3, -1, 0, 1, 2)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^5 + x^4 - 7*x^3 - x^2 + 6*x,4*x^4 - 8*x^3 + 8*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,35,7.0,7,"[6, 7, 7, 7, 8]",3,2,2,0,5,14.2116,46.21,71.058,46,64,278,55.6,48,288,18,114,64,66,58.0,109.8,186.0
369,general,FAMILIA #12,12,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-3, -1, 0, 1, 2)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^5 + x^4 - 7*x^3 - x^2 + 6*x,4*x^4 - 8*x^3 + 8*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,35,7.0,7,"[6, 7, 7, 7, 8]",3,2,2,0,5,14.2116,46.21,71.058,46,64,278,55.6,48,288,18,114,64,66,58.0,109.8,186.0
370,general,FAMILIA #13,13,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, 0, 1, 3)",,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^5 - x^4 - 7*x^3 + x^2 + 6*x,4*x^4 + 8*x^3 + 8*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,35,7.0,7,"[6, 7, 7, 7, 8]",3,2,2,0,5,14.2016,46.469,71.008,46,64,278,55.6,48,288,18,114,64,66,58.0,109.8,186.0
371,general,FAMILIA #41,41,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/3, 0, 1, 2)",,"{'u': -2, 'v': 1, 'w': -1}",-2*x^2 + x - 1,x^5 - 5/3*x^4 - 5/3*x^3 + 5/3*x^2 + 2/3*x,4*x^4 - 4*x^3 + 5*x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,35,7.0,7,"[6, 7, 7, 7, 8]",0,5,5,0,5,6.9532,8.699,34.766,44,70,256,51.2,46,266,17,103,70,72,111.0,403.8,819.0
372,general,FAMILIA #42,42,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, 0, 1/3, 1)",,"{'u': -2, 'v': -1, 'w': -1}",-2*x^2 - x - 1,x^5 + 5/3*x^4 - 5/3*x^3 - 5/3*x^2 + 2/3*x,4*x^4 + 4*x^3 + 5*x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,35,7.0,7,"[6, 7, 7, 7, 8]",0,5,5,0,5,6.969800000000001,8.66,34.849000000000004,44,70,256,51.2,46,266,17,103,70,72,111.0,403.8,819.0
373,general,FAMILIA #8,8,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, -2/3, 0, 1)",,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^5 + 8/3*x^4 + 1/3*x^3 - 8/3*x^2 - 4/3*x,4*x^4 + 8*x^3 + 8*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,34,6.8,7,"[6, 6, 7, 7, 8]",0,5,5,0,5,7.055400000000001,9.109,35.277,44,66,272,54.4,46,282,17,111,66,68,108.0,269.4,672.0
374,general,FAMILIA #9,9,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, 0, 2/3, 1, 2)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^5 - 8/3*x^4 + 1/3*x^3 + 8/3*x^2 - 4/3*x,4*x^4 - 8*x^3 + 8*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,34,6.8,7,"[6, 6, 7, 7, 8]",0,5,5,0,5,7.003400000000001,9.009,35.017,44,66,272,54.4,46,282,17,111,66,68,108.0,269.4,672.0
375,general,FAMILIA #16,16,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, -2/3, 0, 1)",,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^5 + 8/3*x^4 + 1/3*x^3 - 8/3*x^2 - 4/3*x,4*x^4 + 8*x^3 + 8*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,34,6.8,7,"[6, 6, 7, 7, 8]",0,5,5,0,5,7.055400000000001,9.109,35.277,44,66,272,54.4,46,282,17,111,66,68,108.0,269.4,672.0
376,general,FAMILIA #17,17,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, 0, 2/3, 1, 2)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^5 - 8/3*x^4 + 1/3*x^3 + 8/3*x^2 - 4/3*x,4*x^4 - 8*x^3 + 8*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,1,0,6,8,34,6.8,7,"[6, 6, 7, 7, 8]",0,5,5,0,5,7.003400000000001,9.009,35.017,44,66,272,54.4,46,282,17,111,66,68,108.0,269.4,672.0
377,general,FAMILIA #23,23,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -1, 0, 1, 3)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^5 - x^4 - 7*x^3 + x^2 + 6*x,4*x^4 - 8*x^3 - 4*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,0,0,6,7,34,6.8,7,"[6, 7, 7, 7, 7]",2,3,3,0,5,20.268,50.49,101.34,44,66,262,52.4,46,272,17,106,66,68,35.0,65.8,147.0
378,general,FAMILIA #24,24,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-3, -1, 0, 1, 2)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^5 + x^4 - 7*x^3 - x^2 + 6*x,4*x^4 + 8*x^3 - 4*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,0,0,6,7,34,6.8,7,"[6, 7, 7, 7, 7]",2,3,3,0,5,20.523600000000002,51.56,102.61800000000001,44,66,262,52.4,46,272,17,106,66,68,35.0,65.8,147.0
