subfamily_rank,construction_kind,family_label,family_index,execution_relative_dir,m,rs,forced_xs,q_params,q_family,H_family,Pq_family,top_k_count,n_successful,n_determined,n_only_rankbounds,n_not_closed,n_timeout,n_memory,n_req_error,n_unresolved,n_failed,n_rank_ge_6,n_rank_ge_8,n_rank_ge_10,min_rank,max_rank,sum_rank,avg_rank,med_rank,determined_ranks,n_by_rankbounds,n_by_mordellweil,n_finite_index,n_proved,n_grh,avg_magma_time,max_magma_time,total_magma_time,top_k_min_affine,top_k_max_affine,top_k_sum_affine,top_k_avg_affine,top_k_min_proj,top_k_sum_proj,top_k_min_extra_x,top_k_sum_extra_x,best_affine,best_proj,best_height,avg_height,max_height
1,even_automorphism,FAMILIA #7,7,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-5, -4, 4, 5)","{'u': -1, 'w': -2}",-x^2 - 2,x^4 - 41*x^2 + 400,45*x^2 - 396,5,5,5,0,0,0,0,0,0,0,5,5,5,10,12,57,11.4,12,"[10, 11, 12, 12, 12]",0,5,5,0,5,24.6372,30.329,123.18599999999999,68,72,352,70.4,70,362,30,156,72,74,6199.0,108848.0,182259.0
2,even_automorphism,FAMILIA #19,19,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-3/5, -2/5, 2/5, 3/5)","{'u': -1, 'w': 2}",-x^2 + 2,x^4 - 13/25*x^2 + 36/625,-87/25*x^2 + 2464/625,5,5,5,0,0,0,0,0,0,0,5,5,5,10,13,55,11.0,11,"[10, 10, 11, 11, 13]",0,5,5,0,5,32.1676,42.64,160.838,64,96,388,77.6,66,398,28,174,96,98,2375000.0,24203000.0,87890625.0
3,even_automorphism,FAMILIA #8,8,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-2, -3/2, 3/2, 2)","{'u': 0, 'w': -3}",-3,x^4 - 25/4*x^2 + 9,9,5,5,5,0,0,0,0,0,0,0,5,5,5,10,13,54,10.8,10,"[10, 10, 10, 11, 13]",0,5,5,0,5,26.0356,44.299,130.178,72,154,502,100.4,74,512,32,231,154,156,2304.0,285930.0,1165104.0
4,even_automorphism,FAMILIA #9,9,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-4, -3, 3, 4)","{'u': -1, 'w': -5}",-x^2 - 5,x^4 - 25*x^2 + 144,35*x^2 - 119,5,5,5,0,0,0,0,0,0,0,5,5,5,10,12,54,10.8,11,"[10, 10, 11, 11, 12]",0,5,5,0,5,24.4054,35.659,122.027,66,96,392,78.4,68,402,29,176,96,98,2041.0,16320.2,35910.0
5,even_automorphism,FAMILIA #21,21,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-2, -1/3, 1/3, 2)","{'u': -3, 'w': 2}",-3*x^2 + 2,x^4 - 37/9*x^2 + 4/9,25*x^2,5,5,5,0,0,0,0,0,0,0,5,5,5,10,12,54,10.8,11,"[10, 10, 11, 11, 12]",0,5,5,0,5,25.053800000000003,30.67,125.269,64,84,364,72.8,66,374,28,162,84,86,11934.0,740620.8,2766600.0
6,even_automorphism,FAMILIA #23,23,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-2, -2/3, 2/3, 2)","{'u': -2, 'w': -1}",-2*x^2 - 1,x^4 - 40/9*x^2 + 16/9,196/9*x^2 - 55/9,5,5,5,0,0,0,0,0,0,0,5,5,5,10,11,52,10.4,10,"[10, 10, 10, 11, 11]",0,5,5,0,5,25.169400000000003,28.91,125.84700000000001,64,84,360,72.0,66,370,28,160,84,86,110160.0,487447.2,979200.0
7,even_automorphism,FAMILIA #3,3,even_pairs2_H1_4000_H2_150000_topRef25_goodX30_rN12_rD12_maxR5000_maxFam40000_q-10to10_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-1, -1/2, 1/2, 1)","{'u': -1, 'w': -1/2}",-x^2 - 1/2,x^4 - 5/4*x^2 + 1/4,9/4*x^2,5,5,5,0,0,0,0,0,0,0,5,5,5,10,10,50,10.0,10,"[10, 10, 10, 10, 10]",0,5,5,0,5,22.2316,26.75,111.158,76,100,434,86.8,78,444,34,197,100,102,4528.0,17532.8,46944.0
8,even_automorphism,FAMILIA #11,11,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-3/2, -5/6, 5/6, 3/2)","{'u': 0, 'w': -3}",-3,x^4 - 53/18*x^2 + 25/16,9,5,5,5,0,0,0,0,0,0,0,5,5,4,9,12,53,10.6,11,"[9, 10, 11, 11, 12]",0,5,5,0,5,25.1272,29.37,125.636,68,100,410,82.0,70,420,30,185,100,102,19764.0,2602720.8,6084864.0
9,even_automorphism,FAMILIA #6,6,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-2, -1, 1, 2)","{'u': 0, 'w': -3}",-3,x^4 - 5*x^2 + 4,9,5,5,5,0,0,0,0,0,0,0,5,5,4,9,12,51,10.2,10,"[9, 10, 10, 10, 12]",0,5,5,0,5,22.3734,27.879,111.867,76,96,426,85.2,78,436,34,193,96,98,498.0,4094.0,10560.0
10,even_automorphism,FAMILIA #29,29,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-4, -2, 2, 4)","{'u': 0, 'w': -4}",-4,x^4 - 20*x^2 + 64,16,5,5,5,0,0,0,0,0,0,0,5,5,3,9,11,49,9.8,10,"[9, 9, 10, 10, 11]",1,4,4,0,5,19.0356,24.059,95.178,64,82,360,72.0,66,370,28,160,82,84,536.0,8490.4,22336.0
11,even_automorphism,FAMILIA #28,28,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3, -2, 2, 3)","{'u': -3, 'w': 2}",-3*x^2 + 2,x^4 - 13*x^2 + 36,105*x^2 - 320,5,5,5,0,0,0,0,0,0,0,5,5,3,9,10,48,9.6,10,"[9, 9, 10, 10, 10]",1,4,4,0,5,16.7014,20.739,83.507,64,72,340,68.0,66,350,28,150,72,74,759.0,100205.0,312500.0
12,even_automorphism,FAMILIA #23,23,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-5/3, -4/3, 4/3, 5/3)","{'u': -3, 'w': 3}",-3*x^2 + 3,x^4 - 41/9*x^2 + 400/81,23*x^2 - 319/9,5,5,5,0,0,0,0,0,0,0,5,5,2,9,11,48,9.6,9,"[9, 9, 9, 10, 11]",0,5,5,0,5,27.389400000000002,36.159,136.947,64,92,372,74.4,66,382,28,166,92,94,37584.0,1126693.8,3004938.0
13,general,FAMILIA #2,2,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2, -2/3, -1/3, 1)",,"{'u': 0, 'v': 0, 'w': -1/2}",-1/2,x^4 + 2*x^3 - 7/9*x^2 - 16/9*x - 4/9,1/4,5,5,5,0,0,0,0,0,0,0,5,5,1,9,11,47,9.4,9,"[9, 9, 9, 9, 11]",0,5,5,0,5,12.9174,14.119,64.587,72,78,384,76.8,74,394,32,172,78,80,3240.0,15436.8,25632.0
14,general,FAMILIA #3,3,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-1, 1/3, 2/3, 2)",,"{'u': 0, 'v': 0, 'w': -1/2}",-1/2,x^4 - 2*x^3 - 7/9*x^2 + 16/9*x - 4/9,1/4,5,5,5,0,0,0,0,0,0,0,5,5,1,9,11,47,9.4,9,"[9, 9, 9, 9, 11]",0,5,5,0,5,13.0672,14.23,65.336,72,78,384,76.8,74,394,32,172,78,80,3240.0,15436.8,25632.0
15,general,FAMILIA #9,9,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-1, -1/2, 1/3, 3)",,"{'u': -2, 'v': 1/2, 'w': 2}",-2*x^2 + 1/2*x + 2,x^4 - 11/6*x^3 - 7/2*x^2 - 1/6*x + 1/2,16/3*x^3 + 25/4*x^2 + 8/3*x + 2,5,5,5,0,0,0,0,0,0,0,5,5,1,9,11,47,9.4,9,"[9, 9, 9, 9, 11]",0,5,5,0,5,11.267199999999999,13.349,56.336,64,92,380,76.0,66,390,28,170,92,94,2520.0,3453.6,5472.0
16,general,FAMILIA #13,13,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2, -3/2, -1/2, 2/3)",,"{'u': -1/2, 'v': 1/2, 'w': -1}",-1/2*x^2 + 1/2*x - 1,x^4 + 10/3*x^3 + 25/12*x^2 - 5/3*x - 1,-4/3*x^3 + 35/48*x^2 - 7/12*x + 5/4,5,5,5,0,0,0,0,0,0,0,5,5,1,9,10,46,9.2,9,"[9, 9, 9, 9, 10]",0,5,5,0,5,12.899600000000001,13.759,64.498,54,84,368,73.6,56,378,23,164,84,86,17856.0,110976.0,340992.0
17,general,FAMILIA #14,14,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2/3, 1/2, 3/2, 2)",,"{'u': -1/2, 'v': -1/2, 'w': -1}",-1/2*x^2 - 1/2*x - 1,x^4 - 10/3*x^3 + 25/12*x^2 + 5/3*x - 1,4/3*x^3 + 35/48*x^2 + 7/12*x + 5/4,5,5,5,0,0,0,0,0,0,0,5,5,1,9,10,46,9.2,9,"[9, 9, 9, 9, 10]",0,5,5,0,5,13.0656,14.169,65.328,54,84,368,73.6,56,378,23,164,84,86,17856.0,110976.0,340992.0
18,general,FAMILIA #17,17,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-1/2, 1/2, 2/3, 1)",,"{'u': -2, 'v': 1, 'w': 1/2}",-2*x^2 + x + 1/2,x^4 - 5/3*x^3 + 5/12*x^2 + 5/12*x - 1/6,8/3*x^3 - 8/3*x^2 - 2/3*x + 11/12,5,5,5,0,0,0,0,0,0,0,5,5,0,9,9,45,9.0,9,"[9, 9, 9, 9, 9]",0,5,5,0,5,9.7214,11.46,48.607,64,80,358,71.6,66,368,28,159,80,82,2184.0,4101.6,6516.0
19,even_automorphism,FAMILIA #47,47,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-4, -3, 3, 4)","{'u': -1, 'w': 0}",-x^2,x^4 - 25*x^2 + 144,25*x^2 - 144,5,5,5,0,0,0,0,0,0,0,5,5,4,8,12,50,10.0,10,"[8, 10, 10, 10, 12]",0,5,5,0,5,18.0456,24.8,90.22800000000001,44,82,288,57.6,46,298,18,124,82,84,501.0,5513.4,14300.0
20,even_automorphism,FAMILIA #10,10,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3/2, -1/2, 1/2, 3/2)","{'u': -2, 'w': 1}",-2*x^2 + 1,x^4 - 5/2*x^2 + 9/16,6*x^2 - 5/4,5,5,5,0,0,0,0,0,0,0,5,5,4,8,10,48,9.6,10,"[8, 10, 10, 10, 10]",0,5,5,0,5,25.111600000000003,35.579,125.558,66,96,390,78.0,68,400,29,175,96,98,14720.0,869913.6,2942976.0
21,even_automorphism,FAMILIA #44,44,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-2, -1, 1, 2)","{'u': -1, 'w': 3}",-x^2 + 3,x^4 - 5*x^2 + 4,-x^2 + 5,5,5,5,0,0,0,0,0,0,0,5,5,4,8,10,48,9.6,10,"[8, 10, 10, 10, 10]",0,5,5,0,5,17.8898,20.16,89.449,62,70,328,65.6,64,338,27,144,70,72,501.0,7494.0,27456.0
22,even_automorphism,FAMILIA #25,25,even_pairs2_H1_4000_H2_150000_topRef25_goodX30_rN12_rD12_maxR5000_maxFam40000_q-10to10_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-5/3, -3/2, 3/2, 5/3)","{'u': -1, 'w': 1/3}",-x^2 + 1/3,x^4 - 181/36*x^2 + 25/4,157/36*x^2 - 221/36,5,5,5,0,0,0,0,0,0,0,5,5,3,8,13,53,10.6,11,"[8, 9, 11, 12, 13]",0,5,5,0,5,28.975600000000004,42.2,144.87800000000001,54,92,378,75.6,56,388,23,169,92,94,1971.0,554466.6,1643166.0
23,even_automorphism,FAMILIA #26,26,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-3/2, -1/3, 1/3, 3/2)","{'u': -3, 'w': -1}",-3*x^2 - 1,x^4 - 85/36*x^2 + 1/4,109/4*x^2 - 5/4,5,5,5,0,0,0,0,0,0,0,5,5,3,8,12,52,10.4,11,"[8, 9, 11, 12, 12]",0,5,5,0,5,19.5954,22.089,97.977,48,62,282,56.4,50,292,20,121,62,64,11664.0,51073.2,99792.0
24,even_automorphism,FAMILIA #8,8,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-3/2, -5/6, 5/6, 3/2)","{'u': 0, 'w': -3}",-3,x^4 - 53/18*x^2 + 25/16,9,5,5,5,0,0,0,0,0,0,0,5,5,3,8,12,50,10.0,10,"[8, 9, 10, 11, 12]",0,5,5,0,5,23.837200000000003,29.37,119.186,66,100,392,78.4,68,402,29,176,100,102,19764.0,2605053.6,6084864.0
25,even_automorphism,FAMILIA #14,14,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-2, -1, 1, 2)","{'u': 0, 'w': -3}",-3,x^4 - 5*x^2 + 4,9,5,5,5,0,0,0,0,0,0,0,5,5,3,8,10,47,9.4,10,"[8, 9, 10, 10, 10]",1,4,4,0,5,19.757600000000004,21.829,98.78800000000001,66,76,368,73.6,68,378,29,164,76,78,498.0,12745.2,37500.0
26,even_automorphism,FAMILIA #38,38,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3, -1, 1, 3)","{'u': -2, 'w': -1}",-2*x^2 - 1,x^4 - 10*x^2 + 9,44*x^2 - 35,5,5,5,0,0,0,0,0,0,0,5,5,3,8,10,46,9.2,10,"[8, 8, 10, 10, 10]",0,5,5,0,5,21.491400000000002,27.839,107.45700000000001,62,80,340,68.0,64,350,27,150,80,82,87.0,63080.0,172176.0
27,even_automorphism,FAMILIA #39,39,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3/4, -1/2, 1/2, 3/4)","{'u': -3, 'w': 2}",-3*x^2 + 2,x^4 - 13/16*x^2 + 9/64,-75/16*x^2 + 175/64,5,5,5,0,0,0,0,0,0,0,5,5,2,8,11,48,9.6,9,"[8, 9, 9, 11, 11]",0,5,5,0,5,21.551,25.679,107.755,62,76,340,68.0,64,350,27,150,76,78,147456.0,6348441.6,23558400.0
28,general,FAMILIA #12,12,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-2, -1/3, 1/2, 3/2)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 1/3*x^3 - 13/4*x^2 + 5/12*x + 1/2,-28/3*x^3 + 9*x^2 + 19/3*x + 2,5,5,5,0,0,0,0,0,0,0,5,5,2,8,11,47,9.4,9,"[8, 9, 9, 10, 11]",0,5,5,0,5,10.7638,14.81,53.819,61,80,353,70.6,63,363,27,157,80,82,2940.0,8361.6,20016.0
29,even_automorphism,FAMILIA #30,30,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-4/3, -1/3, 1/3, 4/3)","{'u': -1, 'w': -1}",-x^2 - 1,x^4 - 17/9*x^2 + 16/81,35/9*x^2 + 65/81,5,5,5,0,0,0,0,0,0,0,5,5,2,8,11,46,9.2,8,"[8, 8, 8, 11, 11]",0,5,5,0,5,26.255000000000003,32.299,131.275,62,88,370,74.0,64,380,27,165,88,90,3688740.0,23887677.6,82406160.0
30,even_automorphism,FAMILIA #18,18,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-2, -3/2, 3/2, 2)","{'u': 0, 'w': -3}",-3,x^4 - 25/4*x^2 + 9,9,5,5,5,0,0,0,0,0,0,0,5,5,2,8,10,45,9.0,9,"[8, 8, 9, 10, 10]",0,5,5,0,5,21.9354,30.55,109.677,64,106,402,80.4,66,412,28,181,106,108,2304.0,56102.4,186624.0
31,even_automorphism,FAMILIA #3,3,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-3, -2, 2, 3)","{'u': -3, 'w': 2}",-3*x^2 + 2,x^4 - 13*x^2 + 36,105*x^2 - 320,5,5,5,0,0,0,0,0,0,0,5,5,2,8,10,45,9.0,9,"[8, 8, 9, 10, 10]",0,5,5,0,5,17.1774,20.739,85.887,56,64,308,61.6,58,318,24,134,64,66,759.0,1940.2,3086.0
32,even_automorphism,FAMILIA #42,42,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-3/2, -3/4, 3/4, 3/2)","{'u': -2, 'w': 0}",-2*x^2,x^4 - 45/16*x^2 + 81/64,45/4*x^2 - 81/16,5,5,5,0,0,0,0,0,0,0,5,5,2,8,10,45,9.0,9,"[8, 8, 9, 10, 10]",0,5,5,0,5,17.8414,21.89,89.207,46,106,322,64.4,48,332,19,141,106,108,12816.0,253686.4,716800.0
33,even_automorphism,FAMILIA #44,44,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-3, -3/2, 3/2, 3)","{'u': -2, 'w': 0}",-2*x^2,x^4 - 45/4*x^2 + 81/4,45*x^2 - 81,5,5,5,0,0,0,0,0,0,0,5,5,2,8,10,45,9.0,9,"[8, 8, 9, 10, 10]",0,5,5,0,5,15.965399999999999,17.949,79.827,46,70,280,56.0,48,290,19,120,70,72,1341.0,5581.8,13644.0
34,general,FAMILIA #3,3,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, 1/2, -2/3, 3)",,"{'u': -2, 'v': 0, 'w': -3}",-2*x^2 - 3,x^5 - 17/6*x^4 - 11/6*x^3 + 23/6*x^2 + 5/6*x - 1,4*x^4 + 12*x^2 + 9,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,45,9.0,9,"[8, 9, 9, 9, 10]",0,5,5,0,5,9.2814,10.019,46.407,50,78,316,63.2,52,326,20,133,78,80,690.0,3549.6,13464.0
35,general,FAMILIA #4,4,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, -1/2, 2/3, -3)",,"{'u': -2, 'v': 0, 'w': -3}",-2*x^2 - 3,x^5 + 17/6*x^4 - 11/6*x^3 - 23/6*x^2 + 5/6*x + 1,4*x^4 + 12*x^2 + 9,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,45,9.0,9,"[8, 9, 9, 9, 10]",0,5,5,0,5,9.2738,10.14,46.369,50,78,316,63.2,52,326,20,133,78,80,690.0,3549.6,13464.0
36,general,FAMILIA #5,5,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -1/2, 1/3, -3)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^5 + 25/6*x^4 + 7/2*x^3 - 1/6*x^2 - 1/2*x,x^4 - 4*x^3 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,45,9.0,9,"[8, 9, 9, 9, 10]",0,5,5,0,5,8.7894,11.609,43.947,40,74,298,59.6,42,308,15,124,74,76,1188.0,2492.4,4680.0
37,general,FAMILIA #6,6,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 1/2, -1/3, 3)",,"{'u': -1, 'v': -2, 'w': 2}",-x^2 - 2*x + 2,x^5 - 25/6*x^4 + 7/2*x^3 + 1/6*x^2 - 1/2*x,x^4 + 4*x^3 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,45,9.0,9,"[8, 9, 9, 9, 10]",0,5,5,0,5,8.7878,11.55,43.939,40,74,298,59.6,42,308,15,124,74,76,1188.0,2492.4,4680.0
38,even_automorphism,FAMILIA #34,34,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-2, -1, 1, 2)","{'u': 0, 'w': -5}",-5,x^4 - 5*x^2 + 4,25,5,5,5,0,0,0,0,0,0,0,5,5,1,8,11,44,8.8,8,"[8, 8, 8, 9, 11]",1,4,4,0,5,16.499200000000002,18.85,82.49600000000001,64,76,350,70.0,66,360,28,155,76,78,184.0,3611.4,6561.0
39,general,FAMILIA #24,24,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-3, -1, 0, 1)",,"{'u': -2, 'v': 1, 'w': -2}",-2*x^2 + x - 2,x^4 + 3*x^3 - x^2 - 3*x,-16*x^3 + 13*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,9.4474,12.05,47.237,58,82,328,65.6,60,338,25,144,82,84,86.0,497.4,1206.0
40,general,FAMILIA #25,25,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 0, 1, 3)",,"{'u': -2, 'v': -1, 'w': -2}",-2*x^2 - x - 2,x^4 - 3*x^3 - x^2 + 3*x,16*x^3 + 13*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,9.2658,11.5,46.329,58,82,328,65.6,60,338,25,144,82,84,86.0,497.4,1206.0
41,even_automorphism,FAMILIA #27,27,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-3, -2, 2, 3)","{'u': -2, 'w': 3}",-2*x^2 + 3,x^4 - 13*x^2 + 36,40*x^2 - 135,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,16.6874,19.079,83.437,52,88,312,62.4,54,322,22,136,88,90,338.0,1061.2,1869.0
42,even_automorphism,FAMILIA #29,29,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-2, -1, 1, 2)","{'u': -1, 'w': 2}",-x^2 + 2,x^4 - 5*x^2 + 4,x^2,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,17.3054,24.809,86.527,48,66,290,58.0,50,300,20,125,66,68,76.0,214.6,395.0
43,even_automorphism,FAMILIA #41,41,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-2, -1/3, 1/3, 2)","{'u': -3, 'w': -2}",-3*x^2 - 2,x^4 - 37/9*x^2 + 4/9,49*x^2,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,16.0376,18.39,80.188,48,68,272,54.4,50,282,20,116,68,70,5166.0,10332.0,16398.0
44,general,FAMILIA #44,44,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1/2, 1/3, 1, 2)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 - 17/6*x^3 + 4/3*x^2 + 5/6*x - 1/3,34/3*x^3 - 28/3*x^2 - 10/3*x + 7/3,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,8.323400000000001,9.71,41.617000000000004,42,74,288,57.6,44,298,17,124,74,76,804.0,1248.0,2508.0
45,general,FAMILIA #45,45,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, -1, -1/3, 1/2)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 + 17/6*x^3 + 4/3*x^2 - 5/6*x - 1/3,-34/3*x^3 - 28/3*x^2 + 10/3*x + 7/3,5,5,5,0,0,0,0,0,0,0,5,5,1,8,10,44,8.8,9,"[8, 8, 9, 9, 10]",0,5,5,0,5,8.1676,9.56,40.838,42,74,288,57.6,44,298,17,124,74,76,804.0,1248.0,2508.0
