unique_id,poly_hash,_source_csv,_source_row_index,construction_kind,execution_relative_dir,family_index,curve_index,family_label,curve_label,affine_point_count,projective_lower_bound,extra_x_count,F_integral,rank_Jacobian,rank_status,rank_source,rankbounds_lb,rankbounds_ub,rank_direct,rank_g,finiteIndex,proved,ub2,assumption,magma_time,memory,warning,xml_file,request_status
curve_000073_52d0d66399dc6c7b,52d0d66399dc6c7b,families_construct_d4_reciprocal/d4_top_curves_summary.csv,73,d4_reciprocal,,,73,D4_t=-67/64,CURBA #73,18,20,,64*x^6 - 67*x^4 - 67*x^2 + 64,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.650,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000073_52d0d66399dc6c7b_52d0d66399dc6c7b.xml,ok
curve_000074_7e25d423a0a5f3bc,7e25d423a0a5f3bc,families_construct_d4_reciprocal/d4_top_curves_summary.csv,74,d4_reciprocal,,,74,D4_t=-35/18,CURBA #74,18,20,,36*x^6 - 70*x^4 - 70*x^2 + 36,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.380,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000074_7e25d423a0a5f3bc_7e25d423a0a5f3bc.xml,ok
curve_000075_3ae30e81fc2d1243,3ae30e81fc2d1243,families_construct_d4_reciprocal/d4_top_curves_summary.csv,75,d4_reciprocal,,,75,D4_t=73/16,CURBA #75,18,20,,16*x^6 + 73*x^4 + 73*x^2 + 16,4,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,4,,4,true,false,4,GRH,8.019,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000075_3ae30e81fc2d1243_3ae30e81fc2d1243.xml,ok
curve_000076_a241787850df3c1a,a241787850df3c1a,families_construct_d4_reciprocal/d4_top_curves_summary.csv,76,d4_reciprocal,,,76,D4_t=-16/5,CURBA #76,18,20,,25*x^6 - 80*x^4 - 80*x^2 + 25,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,4,6,,6,true,false,6,GRH,10.470,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000076_a241787850df3c1a_a241787850df3c1a.xml,ok
curve_000077_acd17055d161893b,acd17055d161893b,families_construct_d4_reciprocal/d4_top_curves_summary.csv,77,d4_reciprocal,,,77,D4_t=85,CURBA #77,18,20,,x^6 + 85*x^4 + 85*x^2 + 1,6,determined_by_RankBounds,RankBounds_lb_eq_ub,6,6,6,,,,,GRH,11.369,110.56MB,,magma_rank_results_d4_reciprocal/xml/curve_000077_acd17055d161893b_acd17055d161893b.xml,ok
curve_000078_077aaf36109737f4,077aaf36109737f4,families_construct_d4_reciprocal/d4_top_curves_summary.csv,78,d4_reciprocal,,,78,D4_t=-85/81,CURBA #78,18,20,,81*x^6 - 85*x^4 - 85*x^2 + 81,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.769,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000078_077aaf36109737f4_077aaf36109737f4.xml,ok
curve_000079_55634739451c8043,55634739451c8043,families_construct_d4_reciprocal/d4_top_curves_summary.csv,79,d4_reciprocal,,,79,D4_t=29/3,CURBA #79,18,20,,9*x^6 + 87*x^4 + 87*x^2 + 9,4,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,4,,4,true,false,4,GRH,7.950,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000079_55634739451c8043_55634739451c8043.xml,ok
curve_000080_7fe1a6dda3eff205,7fe1a6dda3eff205,families_construct_d4_reciprocal/d4_top_curves_summary.csv,80,d4_reciprocal,,,80,D4_t=98,CURBA #80,18,20,,x^6 + 98*x^4 + 98*x^2 + 1,6,determined_by_RankBounds,RankBounds_lb_eq_ub,6,6,6,,,,,GRH,18.730,110.56MB,,magma_rank_results_d4_reciprocal/xml/curve_000080_7fe1a6dda3eff205_7fe1a6dda3eff205.xml,ok
curve_000081_79260ddf8ebe2c02,79260ddf8ebe2c02,families_construct_d4_reciprocal/d4_top_curves_summary.csv,81,d4_reciprocal,,,81,D4_t=49/2,CURBA #81,18,20,,4*x^6 + 98*x^4 + 98*x^2 + 4,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,2,6,,6,true,false,6,GRH,10.169,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000081_79260ddf8ebe2c02_79260ddf8ebe2c02.xml,ok
curve_000082_31d5af8cf1d18a05,31d5af8cf1d18a05,families_construct_d4_reciprocal/d4_top_curves_summary.csv,82,d4_reciprocal,,,82,D4_t=-49/8,CURBA #82,18,20,,16*x^6 - 98*x^4 - 98*x^2 + 16,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.400,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000082_31d5af8cf1d18a05_31d5af8cf1d18a05.xml,ok
curve_000083_77eb078bbba68449,77eb078bbba68449,families_construct_d4_reciprocal/d4_top_curves_summary.csv,83,d4_reciprocal,,,83,D4_t=100/9,CURBA #83,18,20,,9*x^6 + 100*x^4 + 100*x^2 + 9,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,11.550,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000083_77eb078bbba68449_77eb078bbba68449.xml,ok
curve_000084_53b1034a6d201099,53b1034a6d201099,families_construct_d4_reciprocal/d4_top_curves_summary.csv,84,d4_reciprocal,,,84,D4_t=47/100,CURBA #84,18,20,,100*x^6 + 47*x^4 + 47*x^2 + 100,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.720,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000084_53b1034a6d201099_53b1034a6d201099.xml,ok
curve_000085_e696e491b7836f41,e696e491b7836f41,families_construct_d4_reciprocal/d4_top_curves_summary.csv,85,d4_reciprocal,,,85,D4_t=51/2,CURBA #85,18,20,,4*x^6 + 102*x^4 + 102*x^2 + 4,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,2,6,,6,true,false,6,GRH,11.140,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000085_e696e491b7836f41_e696e491b7836f41.xml,ok
curve_000086_2e9a37dcc476d86b,2e9a37dcc476d86b,families_construct_d4_reciprocal/d4_top_curves_summary.csv,86,d4_reciprocal,,,86,D4_t=-51/8,CURBA #86,18,20,,16*x^6 - 102*x^4 - 102*x^2 + 16,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.539,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000086_2e9a37dcc476d86b_2e9a37dcc476d86b.xml,ok
curve_000087_77ea2824836c4613,77ea2824836c4613,families_construct_d4_reciprocal/d4_top_curves_summary.csv,87,d4_reciprocal,,,87,D4_t=-107/81,CURBA #87,18,20,,81*x^6 - 107*x^4 - 107*x^2 + 81,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,11.119,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000087_77ea2824836c4613_77ea2824836c4613.xml,ok
curve_000088_c66c5f97465581c1,c66c5f97465581c1,families_construct_d4_reciprocal/d4_top_curves_summary.csv,88,d4_reciprocal,,,88,D4_t=109/81,CURBA #88,18,20,,81*x^6 + 109*x^4 + 109*x^2 + 81,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,8,,8,true,false,8,GRH,13.939,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000088_c66c5f97465581c1_c66c5f97465581c1.xml,ok
curve_000089_a06865810edf437d,a06865810edf437d,families_construct_d4_reciprocal/d4_top_curves_summary.csv,89,d4_reciprocal,,,89,D4_t=-119/25,CURBA #89,18,20,,25*x^6 - 119*x^4 - 119*x^2 + 25,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.419,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000089_a06865810edf437d_a06865810edf437d.xml,ok
curve_000090_71dadb3079021e61,71dadb3079021e61,families_construct_d4_reciprocal/d4_top_curves_summary.csv,90,d4_reciprocal,,,90,D4_t=-8/121,CURBA #90,18,20,,121*x^6 - 8*x^4 - 8*x^2 + 121,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,8,,8,true,false,8,GRH,12.859,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000090_71dadb3079021e61_71dadb3079021e61.xml,ok
curve_000091_229e1a30089bd8d7,229e1a30089bd8d7,families_construct_d4_reciprocal/d4_top_curves_summary.csv,91,d4_reciprocal,,,91,D4_t=-63/50,CURBA #91,18,20,,100*x^6 - 126*x^4 - 126*x^2 + 100,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,8,,8,true,false,8,GRH,13.400,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000091_229e1a30089bd8d7_229e1a30089bd8d7.xml,ok
curve_000092_d2567e71fa84c284,d2567e71fa84c284,families_construct_d4_reciprocal/d4_top_curves_summary.csv,92,d4_reciprocal,,,92,D4_t=26/5,CURBA #92,18,20,,25*x^6 + 130*x^4 + 130*x^2 + 25,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.099,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000092_d2567e71fa84c284_d2567e71fa84c284.xml,ok
curve_000093_938157088e604d3b,938157088e604d3b,families_construct_d4_reciprocal/d4_top_curves_summary.csv,93,d4_reciprocal,,,93,D4_t=67/18,CURBA #93,18,20,,36*x^6 + 134*x^4 + 134*x^2 + 36,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.080,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000093_938157088e604d3b_938157088e604d3b.xml,ok
curve_000094_51e950c28d7907fb,51e950c28d7907fb,families_construct_d4_reciprocal/d4_top_curves_summary.csv,94,d4_reciprocal,,,94,D4_t=-134/81,CURBA #94,18,20,,81*x^6 - 134*x^4 - 134*x^2 + 81,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.939,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000094_51e950c28d7907fb_51e950c28d7907fb.xml,ok
curve_000095_7f8a7de4e049974f,7f8a7de4e049974f,families_construct_d4_reciprocal/d4_top_curves_summary.csv,95,d4_reciprocal,,,95,D4_t=-67/50,CURBA #95,18,20,,100*x^6 - 134*x^4 - 134*x^2 + 100,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,8,,8,true,false,8,GRH,12.460,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000095_7f8a7de4e049974f_7f8a7de4e049974f.xml,ok
curve_000096_12924beb896ce67c,12924beb896ce67c,families_construct_d4_reciprocal/d4_top_curves_summary.csv,96,d4_reciprocal,,,96,D4_t=-69/50,CURBA #96,18,20,,100*x^6 - 138*x^4 - 138*x^2 + 100,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.859,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000096_12924beb896ce67c_12924beb896ce67c.xml,ok
curve_000097_80092d7b9ecf6828,80092d7b9ecf6828,families_construct_d4_reciprocal/d4_top_curves_summary.csv,97,d4_reciprocal,,,97,D4_t=7/24,CURBA #97,18,20,,144*x^6 + 42*x^4 + 42*x^2 + 144,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.140,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000097_80092d7b9ecf6828_80092d7b9ecf6828.xml,ok
curve_000098_2fb98037bf58b0ae,2fb98037bf58b0ae,families_construct_d4_reciprocal/d4_top_curves_summary.csv,98,d4_reciprocal,,,98,D4_t=119/144,CURBA #98,18,20,,144*x^6 + 119*x^4 + 119*x^2 + 144,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.609,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000098_2fb98037bf58b0ae_2fb98037bf58b0ae.xml,ok
curve_000099_1e8fea9a9e9e26aa,1e8fea9a9e9e26aa,families_construct_d4_reciprocal/d4_top_curves_summary.csv,99,d4_reciprocal,,,99,D4_t=-29/20,CURBA #99,18,20,,100*x^6 - 145*x^4 - 145*x^2 + 100,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.580,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000099_1e8fea9a9e9e26aa_1e8fea9a9e9e26aa.xml,ok
curve_000100_a6f07a753fc65365,a6f07a753fc65365,families_construct_d4_reciprocal/d4_top_curves_summary.csv,100,d4_reciprocal,,,100,D4_t=-148/49,CURBA #100,18,20,,49*x^6 - 148*x^4 - 148*x^2 + 49,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.269,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000100_a6f07a753fc65365_a6f07a753fc65365.xml,ok
curve_000101_19921e460f87353c,19921e460f87353c,families_construct_d4_reciprocal/d4_top_curves_summary.csv,101,d4_reciprocal,,,101,D4_t=-151/9,CURBA #101,18,20,,9*x^6 - 151*x^4 - 151*x^2 + 9,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,8,,8,true,false,8,GRH,11.359,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000101_19921e460f87353c_19921e460f87353c.xml,ok
curve_000102_8150c6311ff67549,8150c6311ff67549,families_construct_d4_reciprocal/d4_top_curves_summary.csv,102,d4_reciprocal,,,102,D4_t=-161/64,CURBA #102,18,20,,64*x^6 - 161*x^4 - 161*x^2 + 64,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.359,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000102_8150c6311ff67549_8150c6311ff67549.xml,ok
curve_000103_6559ea8fa54e80a4,6559ea8fa54e80a4,families_construct_d4_reciprocal/d4_top_curves_summary.csv,103,d4_reciprocal,,,103,D4_t=-4/169,CURBA #103,18,20,,169*x^6 - 4*x^4 - 4*x^2 + 169,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,8,,8,true,false,8,GRH,15.439,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000103_6559ea8fa54e80a4_6559ea8fa54e80a4.xml,ok
curve_000104_70f2b96bc5356184,70f2b96bc5356184,families_construct_d4_reciprocal/d4_top_curves_summary.csv,104,d4_reciprocal,,,104,D4_t=5/13,CURBA #104,18,20,,169*x^6 + 65*x^4 + 65*x^2 + 169,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.050,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000104_70f2b96bc5356184_70f2b96bc5356184.xml,ok
curve_000105_c82349c121b3d51a,c82349c121b3d51a,families_construct_d4_reciprocal/d4_top_curves_summary.csv,105,d4_reciprocal,,,105,D4_t=-178/9,CURBA #105,18,20,,9*x^6 - 178*x^4 - 178*x^2 + 9,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.230,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000105_c82349c121b3d51a_c82349c121b3d51a.xml,ok
curve_000106_93d14e48eca8839a,93d14e48eca8839a,families_construct_d4_reciprocal/d4_top_curves_summary.csv,106,d4_reciprocal,,,106,D4_t=-14/13,CURBA #106,18,20,,169*x^6 - 182*x^4 - 182*x^2 + 169,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.949,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000106_93d14e48eca8839a_93d14e48eca8839a.xml,ok
curve_000107_51838c9aa4dff273,51838c9aa4dff273,families_construct_d4_reciprocal/d4_top_curves_summary.csv,107,d4_reciprocal,,,107,D4_t=5/14,CURBA #107,18,20,,196*x^6 + 70*x^4 + 70*x^2 + 196,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.669,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000107_51838c9aa4dff273_51838c9aa4dff273.xml,ok
curve_000108_11b2580c0fb1ad75,11b2580c0fb1ad75,families_construct_d4_reciprocal/d4_top_curves_summary.csv,108,d4_reciprocal,,,108,D4_t=-13/15,CURBA #108,18,20,,225*x^6 - 195*x^4 - 195*x^2 + 225,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.470,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000108_11b2580c0fb1ad75_11b2580c0fb1ad75.xml,ok
curve_000109_e8a8ae0f93c522fc,e8a8ae0f93c522fc,families_construct_d4_reciprocal/d4_top_curves_summary.csv,109,d4_reciprocal,,,109,D4_t=-28/75,CURBA #109,18,20,,225*x^6 - 84*x^4 - 84*x^2 + 225,8,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,8,,8,true,false,8,GRH,13.320,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000109_e8a8ae0f93c522fc_e8a8ae0f93c522fc.xml,ok
curve_000110_2935c12982a5c8dd,2935c12982a5c8dd,families_construct_d4_reciprocal/d4_top_curves_summary.csv,110,d4_reciprocal,,,110,D4_t=4/75,CURBA #110,18,20,,225*x^6 + 12*x^4 + 12*x^2 + 225,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,11.160,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000110_2935c12982a5c8dd_2935c12982a5c8dd.xml,ok
curve_000111_580124a161cffdba,580124a161cffdba,families_construct_d4_reciprocal/d4_top_curves_summary.csv,111,d4_reciprocal,,,111,D4_t=161/225,CURBA #111,18,20,,225*x^6 + 161*x^4 + 161*x^2 + 225,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.529,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000111_580124a161cffdba_580124a161cffdba.xml,ok
curve_000112_358710ac052b6a67,358710ac052b6a67,families_construct_d4_reciprocal/d4_top_curves_summary.csv,112,d4_reciprocal,,,112,D4_t=56/75,CURBA #112,18,20,,225*x^6 + 168*x^4 + 168*x^2 + 225,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.679,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000112_358710ac052b6a67_358710ac052b6a67.xml,ok
curve_000113_5f4d03b84922a98b,5f4d03b84922a98b,families_construct_d4_reciprocal/d4_top_curves_summary.csv,113,d4_reciprocal,,,113,D4_t=182/225,CURBA #113,18,20,,225*x^6 + 182*x^4 + 182*x^2 + 225,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.570,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000113_5f4d03b84922a98b_5f4d03b84922a98b.xml,ok
curve_000114_146b9544b0d6e5ec,146b9544b0d6e5ec,families_construct_d4_reciprocal/d4_top_curves_summary.csv,114,d4_reciprocal,,,114,D4_t=-1/2,CURBA #114,14,16,,4*x^6 - 2*x^4 - 2*x^2 + 4,4,determined_by_RankBounds,RankBounds_lb_eq_ub,4,4,4,,,,,GRH,7.910,110.56MB,,magma_rank_results_d4_reciprocal/xml/curve_000114_146b9544b0d6e5ec_146b9544b0d6e5ec.xml,ok
curve_000115_0b6615ec4ecc6239,0b6615ec4ecc6239,families_construct_d4_reciprocal/d4_top_curves_summary.csv,115,d4_reciprocal,,,115,D4_t=-1/9,CURBA #115,14,16,,9*x^6 - x^4 - x^2 + 9,4,determined_by_RankBounds,RankBounds_lb_eq_ub,4,4,4,,,,,GRH,6.820,110.56MB,,magma_rank_results_d4_reciprocal/xml/curve_000115_0b6615ec4ecc6239_0b6615ec4ecc6239.xml,ok
curve_000116_d001f70093eef465,d001f70093eef465,families_construct_d4_reciprocal/d4_top_curves_summary.csv,116,d4_reciprocal,,,116,D4_t=17,CURBA #116,14,16,,x^6 + 17*x^4 + 17*x^2 + 1,4,determined_by_RankBounds,RankBounds_lb_eq_ub,4,4,4,,,,,GRH,15.179,110.56MB,,magma_rank_results_d4_reciprocal/xml/curve_000116_d001f70093eef465_d001f70093eef465.xml,ok
curve_000117_4137b8edc4a61d1e,4137b8edc4a61d1e,families_construct_d4_reciprocal/d4_top_curves_summary.csv,117,d4_reciprocal,,,117,D4_t=31,CURBA #117,14,16,,x^6 + 31*x^4 + 31*x^2 + 1,4,determined_by_RankBounds,RankBounds_lb_eq_ub,4,4,4,,,,,GRH,16.010,110.56MB,,magma_rank_results_d4_reciprocal/xml/curve_000117_4137b8edc4a61d1e_4137b8edc4a61d1e.xml,ok
curve_000118_ae33937064f24998,ae33937064f24998,families_construct_d4_reciprocal/d4_top_curves_summary.csv,118,d4_reciprocal,,,118,D4_t=73/25,CURBA #118,14,16,,25*x^6 + 73*x^4 + 73*x^2 + 25,4,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,4,,4,true,false,4,GRH,7.639,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000118_ae33937064f24998_ae33937064f24998.xml,ok
curve_000119_90e99337a826a1cc,90e99337a826a1cc,families_construct_d4_reciprocal/d4_top_curves_summary.csv,119,d4_reciprocal,,,119,D4_t=-49/81,CURBA #119,14,16,,81*x^6 - 49*x^4 - 49*x^2 + 81,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.509,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000119_90e99337a826a1cc_90e99337a826a1cc.xml,ok
curve_000120_e4b2538e4ad77e5d,e4b2538e4ad77e5d,families_construct_d4_reciprocal/d4_top_curves_summary.csv,120,d4_reciprocal,,,120,D4_t=-31/81,CURBA #120,14,16,,81*x^6 - 31*x^4 - 31*x^2 + 81,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.550,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000120_e4b2538e4ad77e5d_e4b2538e4ad77e5d.xml,ok
curve_000121_f0e9d962f8dbdf20,f0e9d962f8dbdf20,families_construct_d4_reciprocal/d4_top_curves_summary.csv,121,d4_reciprocal,,,121,D4_t=-1/50,CURBA #121,14,16,,100*x^6 - 2*x^4 - 2*x^2 + 100,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.769,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000121_f0e9d962f8dbdf20_f0e9d962f8dbdf20.xml,ok
curve_000122_1f42371696644240,1f42371696644240,families_construct_d4_reciprocal/d4_top_curves_summary.csv,122,d4_reciprocal,,,122,D4_t=-119/121,CURBA #122,14,16,,121*x^6 - 119*x^4 - 119*x^2 + 121,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.650,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000122_1f42371696644240_1f42371696644240.xml,ok
curve_000123_8a7ab64eab061d46,8a7ab64eab061d46,families_construct_d4_reciprocal/d4_top_curves_summary.csv,123,d4_reciprocal,,,123,D4_t=-103/121,CURBA #123,14,16,,121*x^6 - 103*x^4 - 103*x^2 + 121,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,10.359,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000123_8a7ab64eab061d46_8a7ab64eab061d46.xml,ok
curve_000124_c3e9c05b423743da,c3e9c05b423743da,families_construct_d4_reciprocal/d4_top_curves_summary.csv,124,d4_reciprocal,,,124,D4_t=-23/72,CURBA #124,14,16,,144*x^6 - 46*x^4 - 46*x^2 + 144,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.710,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000124_c3e9c05b423743da_c3e9c05b423743da.xml,ok
curve_000125_8557934aff512400,8557934aff512400,families_construct_d4_reciprocal/d4_top_curves_summary.csv,125,d4_reciprocal,,,125,D4_t=151/49,CURBA #125,14,16,,49*x^6 + 151*x^4 + 151*x^2 + 49,4,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,4,,4,true,false,4,GRH,7.990,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000125_8557934aff512400_8557934aff512400.xml,ok
curve_000126_46b6f7848a84e706,46b6f7848a84e706,families_construct_d4_reciprocal/d4_top_curves_summary.csv,126,d4_reciprocal,,,126,D4_t=79/2,CURBA #126,14,16,,4*x^6 + 158*x^4 + 158*x^2 + 4,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,2,6,,6,true,false,6,GRH,9.210,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000126_46b6f7848a84e706_46b6f7848a84e706.xml,ok
curve_000127_2e8d78b1153b9daf,2e8d78b1153b9daf,families_construct_d4_reciprocal/d4_top_curves_summary.csv,127,d4_reciprocal,,,127,D4_t=161/81,CURBA #127,14,16,,81*x^6 + 161*x^4 + 161*x^2 + 81,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.250,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000127_2e8d78b1153b9daf_2e8d78b1153b9daf.xml,ok
curve_000128_62620e7ffdacf24b,62620e7ffdacf24b,families_construct_d4_reciprocal/d4_top_curves_summary.csv,128,d4_reciprocal,,,128,D4_t=-167/169,CURBA #128,14,16,,169*x^6 - 167*x^4 - 167*x^2 + 169,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,11.089,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000128_62620e7ffdacf24b_62620e7ffdacf24b.xml,ok
curve_000129_1333107e06332844,1333107e06332844,families_construct_d4_reciprocal/d4_top_curves_summary.csv,129,d4_reciprocal,,,129,D4_t=193/49,CURBA #129,14,16,,49*x^6 + 193*x^4 + 193*x^2 + 49,6,determined_by_MordellWeilGroupGenus2,finiteIndex_true_and_rankG_eq_ub2,0,6,,6,true,false,6,GRH,9.550,129.59MB,,magma_rank_results_d4_reciprocal/xml/curve_000129_1333107e06332844_1333107e06332844.xml,ok
